x y time dx dy dt dr^2 TotalDisplacementSquared
11
2.36E-05 1.38E-05 0 0 0 0 0 0
2.36E-05 1.34E-05 0.0330033 0 -4E-07 0.0330033 1.6E-13 1.6E-13
2.36E-05 1.38E-05 0.0670067 0 4E-07 0.0340034 1.6E-13 0
2.36E-05 1.36E-05 0.10001 0 -2E-07 0.0330033 4E-14 4E-14
2.36E-05 1.34E-05 0.1330133 0 -2E-07 0.0330033 4E-14 1.6E-13
2.32E-05 1.34E-05 0.1670167 -4E-07 0 0.0340034 1.6E-13 3.2E-13
2.32E-05 1.32E-05 0.20002 0 -2E-07 0.0330033 4E-14 5.2E-13
2.36E-05 1.3E-05 0.2670267 4E-07 -2E-07 0.0670067 2E-13 6.4E-13
2.4E-05 1.32E-05 0.3670367 4E-07 2E-07 0.10001 2E-13 5.2E-13
2.4E-05 1.32E-05 0.4660466 0 0 0.0990099 0 5.2E-13
2.32E-05 1.36E-05 0.50005 -8E-07 4E-07 0.0340034 8E-13 2E-13
13
2.42E-05 1.32E-05 0 0 0 0 0 0
2.36E-05 1.36E-05 0.0670067 -6E-07 4E-07 0.0670067 5.2E-13 5.2E-13
2.34E-05 1.38E-05 0.1670167 -2E-07 2E-07 0.10001 8E-14 1E-12
2.36E-05 1.36E-05 0.20002 2E-07 -2E-07 0.0330033 8E-14 5.2E-13
2.36E-05 1.36E-05 0.2340234 0 0 0.0340034 0 5.2E-13
2.32E-05 1.38E-05 0.2670267 -4E-07 2E-07 0.0330033 2E-13 1.36E-12
2.32E-05 1.36E-05 0.30003 0 -2E-07 0.0330033 4E-14 1.16E-12
2.32E-05 1.32E-05 0.3670367 0 -4E-07 0.0670067 1.6E-13 1E-12
2.34E-05 1.28E-05 0.4330433 2E-07 -4E-07 0.0660066 2E-13 8E-13
2.4E-05 1.34E-05 0.4670467 6E-07 6E-07 0.0340034 7.2E-13 8E-14
2.4E-05 1.36E-05 0.50005 0 2E-07 0.0330033 4E-14 2E-13
2.4E-05 1.36E-05 0.5330533 0 0 0.0330033 0 2E-13
2.4E-05 1.4E-05 0.5670567 0 4E-07 0.0340034 1.6E-13 6.8E-13
17
2.4E-05 1.28E-05 0 0 0 0 0 0
