# dt (sec)	Amp1 (V)	Width1 (s)	Amp2 (V)	Width2 (s)
#
1.445200e-05	   0.69815	6.409828e-08	   0.58150	1.432029e-07
3.945200e-05	   0.64274	6.517903e-08	   0.58617	1.086632e-07
3.589200e-05	   0.71682	6.938941e-08	   0.58211	1.436245e-07
1.798400e-05	   0.70793	6.588783e-08	   0.60945	1.446622e-07
3.663200e-05	   0.66329	6.782649e-08	   0.59409	1.416356e-07
1.652400e-05	   0.70568	6.623355e-08	   0.55949	1.415292e-07
3.412000e-05	   0.77168	6.788816e-08	   0.58331	1.436985e-07
3.816400e-05	   0.61696	6.225704e-08	   0.57927	1.425841e-07
1.896800e-05	   0.68793	6.625705e-08	   0.58425	1.415941e-07
2.498800e-05	   0.71990	6.862309e-08	   0.59530	1.427796e-07
1.758000e-05	   0.67652	6.462910e-08	   0.59235	1.433333e-07
3.082000e-05	   0.66997	6.647032e-08	   0.58751	1.421517e-07
2.696000e-06	   0.62826	6.307308e-08	   0.58837	1.421977e-07
9.032000e-06	   0.59782	6.031206e-08	   0.59548	1.427683e-07
1.015200e-05	   0.62463	6.513337e-08	   0.58034	1.422818e-07
1.352400e-05	   0.71746	6.905985e-08	   0.58598	1.421198e-07
3.733200e-05	   0.62217	6.378308e-08	   0.59144	1.423391e-07
3.104000e-05	   0.68550	6.451100e-08	   0.60126	1.426575e-07
3.571200e-05	   0.68083	6.564968e-08	   0.58818	1.424889e-07
3.778400e-05	   0.75605	6.839731e-08	   0.60251	1.429043e-07
2.786800e-05	   0.73337	6.812998e-08	   0.58208	1.435423e-07
3.733600e-05	   0.66785	6.971615e-08	   0.60042	1.429433e-07
1.329200e-05	   0.58442	5.989484e-08	   0.57446	1.415240e-07
1.359600e-05	   0.67806	6.377685e-08	   0.59322	1.431675e-07
1.529200e-05	   0.71174	6.555324e-08	   0.58566	1.425562e-07
1.200000e-05	   0.63049	6.100482e-08	   0.60013	1.437771e-07
2.221600e-05	   0.70403	6.677166e-08	   0.59661	1.422991e-07
2.349600e-05	   0.70964	6.687723e-08	   0.59444	1.432898e-07
1.676800e-05	   0.77810	7.031029e-08	   0.59647	1.433613e-07
3.546400e-05	   0.59059	6.063542e-08	   0.57790	1.432633e-07
4.816000e-06	   0.72097	6.733085e-08	   0.58547	1.435886e-07
9.468000e-06	   0.60395	6.286962e-08	   0.58005	1.431170e-07
1.183200e-05	   0.68537	6.756325e-08	   0.57705	1.436551e-07
2.943200e-05	   0.72760	6.940300e-08	   0.59096	1.430718e-07
1.823200e-05	   0.58842	6.347558e-08	   0.60500	1.443746e-07
5.044000e-06	   0.69270	6.405101e-08	   0.57665	1.428129e-07
2.446800e-05	   0.69812	6.417410e-08	   0.58890	1.421840e-07
3.566400e-05	   0.57441	6.151614e-08	   0.59004	1.447385e-07
3.538400e-05	   0.66191	6.567910e-08	   0.59085	1.429074e-07
1.370800e-05	   0.70408	6.472220e-08	   0.58588	1.413327e-07
3.303200e-05	   0.56866	5.935406e-08	   0.58670	1.422734e-07
2.326000e-05	   0.66958	6.533555e-08	   0.59923	1.438696e-07
1.634000e-05	   0.73849	6.605327e-08	   0.58246	1.424645e-07
1.354800e-05	   0.66327	7.046865e-08	   0.59654	1.425170e-07
3.238400e-05	   0.65698	6.772947e-08	   0.58092	1.440897e-07
2.533600e-05	   0.74178	6.658946e-08	   0.58837	1.425141e-07
1.767600e-05	   0.69382	6.620745e-08	   0.57761	1.428246e-07
3.919200e-05	   0.79868	7.191483e-08	   0.60131	1.423816e-07
3.275600e-05	   0.64699	6.477369e-08	   0.58511	1.417398e-07
8.648000e-06	   0.70419	6.793771e-08	   0.60163	1.433897e-07
3.433200e-05	   0.73546	6.591513e-08	   0.57825	1.415692e-07
2.229600e-05	   0.61199	6.156859e-08	   0.58606	1.421971e-07
1.326000e-05	   0.69802	6.717766e-08	   0.58606	1.418999e-07
3.614400e-05	   0.70150	6.701310e-08	   0.58945	1.432515e-07
8.476000e-06	   0.74395	6.530700e-08	   0.60261	1.441986e-07
3.710800e-05	   0.70573	6.603481e-08	   0.58693	1.432629e-07
3.034400e-05	   0.61053	6.303723e-08	   0.60738	1.426113e-07
2.654400e-05	   0.60308	6.329407e-08	   0.59920	1.430637e-07
1.413200e-05	   0.56067	5.925049e-08	   0.59758	1.426455e-07
2.701200e-05	   0.58036	6.139743e-08	   0.58285	1.427944e-07
3.552000e-06	   0.72860	6.671960e-08	   0.59934	1.442893e-07
3.001600e-05	   0.77996	6.929370e-08	   0.58150	1.431349e-07
4.084000e-06	   0.72302	6.772113e-08	   0.60301	1.432254e-07
1.651200e-05	   0.70720	6.622430e-08	   0.59579	1.423818e-07
3.892000e-06	   0.78934	7.378124e-08	   0.58862	1.437758e-07
2.271200e-05	   0.78266	7.314213e-08	   0.59767	1.441227e-07
2.481600e-05	   0.70213	6.440742e-08	   0.59232	1.431031e-07
1.166000e-05	   0.67555	6.526529e-08	   0.59980	1.421993e-07
1.673600e-05	   0.63507	6.180109e-08	   0.59892	1.443243e-07
1.762800e-05	   0.72825	7.233374e-08	   0.57734	1.420552e-07
3.533200e-05	   0.73261	6.949461e-08	   0.58369	1.434184e-07
4.032000e-06	   0.67865	6.422768e-08	   0.59285	1.422880e-07
1.520800e-05	   0.64874	6.589176e-08	   0.58675	1.430431e-07
3.673600e-05	   0.67516	6.521577e-08	   0.60280	1.434741e-07
3.569600e-05	   0.72676	6.664711e-08	   0.58066	1.447264e-07
3.060400e-05	   0.73182	6.999026e-08	   0.60115	1.424156e-07
1.453600e-05	   0.66194	6.398364e-08	   0.58590	1.434682e-07
2.169200e-05	   0.66361	6.378522e-08	   0.59707	1.425883e-07
3.688400e-05	   0.73153	6.678207e-08	   0.59699	1.430960e-07
3.053200e-05	   0.72013	6.672871e-08	   0.58613	1.425436e-07
4.288000e-06	   0.60335	6.622467e-08	   0.58109	1.426021e-07
2.716000e-06	   0.59912	6.196826e-08	   0.58370	1.425952e-07
3.060400e-05	   0.69794	6.559388e-08	   0.57822	1.426109e-07
1.395200e-05	   0.70593	6.728129e-08	   0.58629	1.435419e-07
7.912000e-06	   0.71479	6.827450e-08	   0.59176	1.420648e-07
8.016000e-06	   0.74562	6.692684e-08	   0.59300	1.434869e-07
2.708800e-05	   0.72271	6.908654e-08	   0.58809	1.419523e-07
1.916400e-05	   0.72777	6.774453e-08	   0.58434	1.422245e-07
3.754400e-05	   0.63928	6.281634e-08	   0.59638	1.434759e-07
2.334000e-05	   0.73342	6.890465e-08	   0.57630	1.424064e-07
2.752400e-05	   0.60253	6.173335e-08	   0.60561	1.427389e-07
2.068400e-05	   0.65284	6.787017e-08	   0.57785	1.425860e-07
3.771200e-05	   0.66342	6.285020e-08	   0.58172	1.415492e-07
3.766400e-05	   0.70443	6.585409e-08	   0.59188	1.435975e-07
2.394000e-05	   0.58257	6.692039e-08	   0.56756	1.411808e-07
2.824400e-05	   0.71861	6.801721e-08	   0.57728	1.416244e-07
2.207200e-05	   0.74200	6.680812e-08	   0.58649	1.430569e-07
1.571200e-05	   0.66676	6.348308e-08	   0.58873	1.431217e-07
1.808000e-06	   0.69320	6.629253e-08	   0.57837	1.423996e-07
2.190800e-05	   0.71683	6.983458e-08	   0.58993	1.424388e-07
2.461200e-05	   0.71012	6.470925e-08	   0.57105	1.413181e-07
1.284800e-05	   0.65356	6.629869e-08	   0.56584	1.409594e-07
1.697200e-05	   0.66199	6.538483e-08	   0.58141	1.413802e-07
5.656000e-06	   0.70399	6.531155e-08	   0.57880	1.420829e-07
3.824400e-05	   0.63715	6.378139e-08	   0.59551	1.429610e-07
1.157600e-05	   0.61207	6.275625e-08	   0.58262	1.417294e-07
2.446400e-05	   0.76289	6.617545e-08	   0.60153	1.431370e-07
1.262800e-05	   0.62650	6.473207e-08	   0.59372	1.436433e-07
3.236400e-05	   0.71275	6.575671e-08	   0.57995	1.419188e-07
1.970400e-05	   0.72921	6.969160e-08	   0.60817	1.422902e-07
3.916000e-05	   0.65361	6.608510e-08	   0.58297	1.433270e-07
3.566000e-05	   0.57729	6.148840e-08	   0.58300	1.426990e-07
5.524000e-06	   0.74692	6.797678e-08	   0.58373	1.418724e-07
3.450800e-05	   0.62172	6.407421e-08	   0.58744	1.439204e-07
1.984000e-05	   0.71858	6.620527e-08	   0.59349	1.427073e-07
5.432000e-06	   0.72910	6.647533e-08	   0.58926	1.417250e-07
3.834800e-05	   0.68321	6.297860e-08	   0.59254	1.420557e-07
1.796000e-05	   0.71116	6.640982e-08	   0.57837	1.422111e-07
9.796000e-06	   0.60569	6.185852e-08	   0.60494	1.425939e-07
2.254000e-05	   0.77151	6.935562e-08	   0.60218	1.438749e-07
1.476800e-05	   0.66600	6.584361e-08	   0.58896	1.436353e-07
1.569200e-05	   0.70596	6.598882e-08	   0.58317	1.423757e-07
7.924000e-06	   0.61631	6.181644e-08	   0.59311	1.415725e-07
2.838000e-05	   0.72842	7.238349e-08	   0.57292	1.428755e-07
1.283600e-05	   0.71913	6.759626e-08	   0.58157	1.430140e-07
2.356400e-05	   0.73422	6.702593e-08	   0.59504	1.436440e-07
1.075600e-05	   0.57166	6.654037e-08	   0.58508	1.428906e-07
3.065200e-05	   0.79019	6.801457e-08	   0.60668	1.433751e-07
2.380800e-05	   0.68238	6.385559e-08	   0.58797	1.425516e-07
2.848000e-05	   0.69877	6.608874e-08	   0.58957	1.432129e-07
3.148400e-05	   0.76493	6.806320e-08	   0.59782	1.431656e-07
2.850400e-05	   0.55459	5.872649e-08	   0.59528	1.425204e-07
7.632000e-06	   0.62519	6.168246e-08	   0.57509	1.425096e-07
2.723600e-05	   0.58297	6.040045e-08	   0.59383	1.431393e-07
3.032400e-05	   0.70793	6.986335e-08	   0.58696	1.437864e-07
1.125200e-05	   0.73235	6.679626e-08	   0.58408	1.425359e-07
1.101600e-05	   0.62394	6.387894e-08	   0.59805	1.438054e-07
6.112000e-06	   0.62035	6.071942e-08	   0.58673	1.424892e-07
3.902400e-05	   0.68214	6.445815e-08	   0.58934	1.444424e-07
3.922000e-05	   0.66544	6.521377e-08	   0.57706	1.433082e-07
1.952000e-05	   0.66974	6.428310e-08	   0.58490	1.417374e-07
2.470400e-05	   0.64356	6.382100e-08	   0.58245	1.432118e-07
1.140400e-05	   0.67602	6.412918e-08	   0.57932	1.423908e-07
1.525600e-05	   0.63831	6.151940e-08	   0.59657	1.436514e-07
1.524000e-05	   0.66600	6.465874e-08	   0.60336	1.444376e-07
9.688000e-06	   0.60764	6.109196e-08	   0.57527	1.416886e-07
1.244800e-05	   0.71563	6.794641e-08	   0.60001	1.428818e-07
2.420000e-05	   0.63512	6.151953e-08	   0.57433	1.422263e-07
3.775600e-05	   0.68692	6.483954e-08	   0.59990	1.433084e-07
3.090800e-05	   0.75874	6.744760e-08	   0.59867	1.442349e-07
3.856400e-05	   0.69864	6.684894e-08	   0.58881	1.428459e-07
3.047200e-05	   0.72299	6.690444e-08	   0.60832	1.442278e-07
2.965600e-05	   0.71369	6.776110e-08	   0.58911	1.434125e-07
4.152000e-06	   0.64151	6.527889e-08	   0.59680	1.415232e-07
2.106800e-05	   0.66773	6.504386e-08	   0.61428	1.434226e-07
3.451200e-05	   0.66260	6.323637e-08	   0.58854	1.416920e-07
3.923600e-05	   0.72117	6.598998e-08	   0.58388	1.438070e-07
1.285600e-05	   0.66221	6.402007e-08	   0.59096	1.416491e-07
3.526000e-05	   0.57442	5.967221e-08	   0.59509	1.440281e-07
3.899600e-05	   0.64945	6.197770e-08	   0.58472	1.438625e-07
1.110000e-05	   0.64516	6.423294e-08	   0.57908	1.423478e-07
2.858000e-05	   0.71930	6.489361e-08	   0.57689	1.430461e-07
3.236000e-06	   0.68345	6.459843e-08	   0.60200	1.428179e-07
7.740000e-06	   0.77317	6.610416e-08	   0.59056	1.439624e-07
2.386800e-05	   0.46178	5.723237e-08	   0.58995	1.439795e-07
3.074800e-05	   0.57368	6.480870e-08	   0.59211	1.450624e-07
2.098400e-05	   0.74152	6.827093e-08	   0.58514	1.433869e-07
3.489600e-05	   0.65682	6.407398e-08	   0.59084	1.421134e-07
3.494800e-05	   0.75250	6.918772e-08	   0.58775	1.415184e-07
1.496000e-05	   0.72601	6.696829e-08	   0.58833	1.430350e-07
2.952000e-06	   0.64722	6.868484e-08	   0.58637	1.445454e-07
8.728000e-06	   0.59050	6.345478e-08	   0.39847	6.140012e-08
2.480400e-05	   0.66348	6.712979e-08	   0.58774	1.436386e-07
1.446800e-05	   0.61544	6.265278e-08	   0.58993	1.440839e-07
3.287600e-05	   0.64451	6.138045e-08	   0.58599	1.430392e-07
2.372400e-05	   0.71692	6.791614e-08	   0.57404	1.417117e-07
2.245600e-05	   0.56583	6.983432e-08	   0.57716	1.424445e-07
2.780800e-05	   0.64153	6.326002e-08	   0.58584	1.440280e-07
1.164000e-06	   0.71128	6.777495e-08	   0.58961	1.430236e-07
3.454000e-05	   0.56047	6.093608e-08	   0.58921	1.440451e-07
3.688800e-05	   0.60859	6.460494e-08	   0.60141	1.411955e-07
7.956000e-06	   0.67219	6.509486e-08	   0.59213	1.427651e-07
1.402800e-05	   0.72955	6.491623e-08	   0.57828	1.411307e-07
1.754000e-05	   0.68078	6.636617e-08	   0.59623	1.422145e-07
3.793200e-05	   0.63573	6.374710e-08	   0.59462	1.424116e-07
2.148400e-05	   0.60006	7.149078e-08	   0.58746	1.428190e-07
2.526000e-05	   0.65067	6.490541e-08	   0.58282	1.420788e-07
6.924000e-06	   0.66826	6.465010e-08	   0.57065	1.435080e-07
3.822800e-05	   0.58017	6.004800e-08	   0.57878	1.441103e-07
2.988400e-05	   0.72510	6.805215e-08	   0.57425	1.421300e-07
4.648000e-06	   0.63277	6.244030e-08	   0.59664	1.430617e-07
4.300000e-06	   0.70576	6.485901e-08	   0.58979	1.420727e-07
2.134800e-05	   0.54452	5.909191e-08	   0.58591	1.431977e-07
2.276000e-06	   0.74182	6.760658e-08	   0.59249	1.432126e-07
2.272000e-06	   0.68452	7.039420e-08	   0.57775	1.423140e-07
1.398000e-05	   0.60144	6.388416e-08	   0.58949	1.412501e-07
3.639600e-05	   0.60287	6.039721e-08	   0.58575	1.414021e-07
3.444800e-05	   0.68444	6.751227e-08	   0.58231	1.434518e-07
3.141200e-05	   0.57481	6.813672e-08	   0.58792	1.424911e-07
9.848000e-06	   0.62377	6.187034e-08	   0.58941	1.424556e-07
1.140400e-05	   0.64095	6.152651e-08	   0.59137	1.427728e-07
7.892000e-06	   0.74306	7.116700e-08	   0.58803	1.416098e-07
2.820000e-06	   0.72823	6.618938e-08	   0.59607	1.424205e-07
3.112000e-06	   0.67832	6.532654e-08	   0.59755	1.430160e-07
4.068000e-06	   0.62898	6.341622e-08	   0.59991	1.435144e-07
2.086400e-05	   0.67591	6.394920e-08	   0.59305	1.431070e-07
3.320400e-05	   0.60981	6.288462e-08	   0.60761	1.445568e-07
3.379600e-05	   0.68358	6.375546e-08	   0.57973	1.418882e-07
3.496000e-05	   0.68352	6.542075e-08	   0.59265	1.426004e-07
1.192000e-06	   0.70057	6.783102e-08	   0.58543	1.423919e-07
1.256000e-06	   0.67737	6.819245e-08	   0.58710	1.419410e-07
3.579600e-05	   0.59114	6.212206e-08	   0.60088	1.423475e-07
3.857600e-05	   0.65051	6.512623e-08	   0.58386	1.435989e-07
3.422000e-05	   0.55729	6.237146e-08	   0.58821	1.429535e-07
1.899200e-05	   0.74185	6.882554e-08	   0.59171	1.436266e-07
3.610400e-05	   0.69480	6.812892e-08	   0.59869	1.443723e-07
3.040000e-05	   0.54648	5.792836e-08	   0.56761	1.419646e-07
3.636000e-06	   0.65401	6.288372e-08	   0.59475	1.432986e-07
2.470400e-05	   0.65219	6.347291e-08	   0.57440	1.414011e-07
1.340400e-05	   0.67877	6.304400e-08	   0.59889	1.440626e-07
6.436000e-06	   0.66575	6.400684e-08	   0.59497	1.411442e-07
4.748000e-06	   0.68706	6.790480e-08	   0.57755	1.430519e-07
3.597600e-05	   0.78443	7.023011e-08	   0.59431	1.429388e-07
2.468400e-05	   0.70180	6.455707e-08	   0.59648	1.406866e-07
2.124800e-05	   0.70657	6.711566e-08	   0.57554	1.425583e-07
1.192000e-06	   0.67137	6.529914e-08	   0.59132	1.429539e-07
1.817200e-05	   0.69248	6.831280e-08	   0.59244	1.426566e-07
1.763200e-05	   0.72265	6.460264e-08	   0.56523	1.414088e-07
3.938000e-05	   0.69233	6.559569e-08	   0.58016	1.420545e-07
7.696000e-06	   0.58915	6.266997e-08	   0.58056	1.427612e-07
3.785200e-05	   0.62972	6.368433e-08	   0.59164	1.424007e-07
3.270000e-05	   0.55614	5.910684e-08	   0.58187	1.430137e-07
9.664000e-06	   0.73945	6.823400e-08	   0.58494	1.415222e-07
3.856000e-05	   0.60870	6.764371e-08	   0.58987	1.429644e-07
6.936000e-06	   0.64394	6.426389e-08	   0.58568	1.416455e-07
2.190400e-05	   0.78574	6.881003e-08	   0.60567	1.434943e-07
1.182800e-05	   0.78757	6.817974e-08	   0.59133	1.429429e-07
7.252000e-06	   0.67600	6.603804e-08	   0.57403	1.440331e-07
2.569600e-05	   0.61818	6.169428e-08	   0.58079	1.419982e-07
2.776400e-05	   0.58906	7.183149e-08	   0.59032	1.423772e-07
9.592000e-06	   0.69333	6.586812e-08	   0.58111	1.427287e-07
3.773600e-05	   0.71346	6.959915e-08	   0.58182	1.431166e-07
1.091600e-05	   0.66633	6.251190e-08	   0.58913	1.438219e-07
2.050800e-05	   0.74184	6.909551e-08	   0.59157	1.423126e-07
1.014800e-05	   0.56727	5.959609e-08	   0.59248	1.435543e-07
2.702400e-05	   0.62691	6.271503e-08	   0.59631	1.423899e-07
2.770800e-05	   0.74104	6.695858e-08	   0.59204	1.420914e-07
1.283200e-05	   0.75943	6.691072e-08	   0.59535	1.435076e-07
3.858800e-05	   0.73452	6.786158e-08	   0.58063	1.433414e-07
1.176800e-05	   0.74899	6.904585e-08	   0.58374	1.419985e-07
2.870800e-05	   0.54671	6.336779e-08	   0.60314	1.438641e-07
3.737600e-05	   0.77490	6.909696e-08	   0.59084	1.427972e-07
3.786400e-05	   0.61888	6.627331e-08	   0.58623	1.430825e-07
6.660000e-06	   0.68633	6.492703e-08	   0.58096	1.418782e-07
2.088800e-05	   0.68402	6.651318e-08	   0.59491	1.418374e-07
3.296400e-05	   0.66513	6.227986e-08	   0.59071	1.411659e-07
2.856000e-06	   0.68380	6.095557e-08	   0.58363	1.422368e-07
3.707200e-05	   0.69696	6.493276e-08	   0.59448	1.422139e-07
2.543600e-05	   0.68432	6.395983e-08	   0.58716	1.433278e-07
1.317600e-05	   0.62530	6.376948e-08	   0.57906	1.407815e-07
3.392400e-05	   0.75377	6.993577e-08	   0.59092	1.431858e-07
1.152400e-05	   0.74354	6.691470e-08	   0.58071	1.436363e-07
3.551200e-05	   0.68288	6.395233e-08	   0.58920	1.429294e-07
3.880000e-06	   0.63649	6.194379e-08	   0.58728	1.428083e-07
2.448800e-05	   0.58615	6.363641e-08	   0.59061	1.423980e-07
2.936400e-05	   0.67733	7.031968e-08	   0.57480	1.436004e-07
1.380400e-05	   0.66600	6.224080e-08	   0.59225	1.419575e-07
1.832400e-05	   0.69760	6.427595e-08	   0.59867	1.424330e-07
2.854400e-05	   0.64681	6.664019e-08	   0.59442	1.426640e-07
1.140800e-05	   0.70657	6.471489e-08	   0.58516	1.423224e-07
4.172000e-06	   0.67905	6.507012e-08	   0.58658	1.433171e-07
2.636800e-05	   0.60147	6.076395e-08	   0.59177	1.419088e-07
1.716400e-05	   0.70342	6.363732e-08	   0.56841	1.416518e-07
2.748400e-05	   0.58774	6.304608e-08	   0.58622	1.426537e-07
2.789200e-05	   0.74767	6.741713e-08	   0.59670	1.432579e-07
6.420000e-06	   0.70669	6.532320e-08	   0.58772	1.438997e-07
6.564000e-06	   0.58015	6.219149e-08	   0.58238	1.425332e-07
3.004000e-05	   0.68674	6.880266e-08	   0.58865	1.423562e-07
1.425200e-05	   0.64649	6.389933e-08	   0.59146	1.424791e-07
3.032000e-06	   0.65357	6.490506e-08	   0.59380	1.429198e-07
1.705200e-05	   0.71790	6.877902e-08	   0.57435	1.415603e-07
3.077200e-05	   0.73618	6.845934e-08	   0.59295	1.426914e-07
2.308800e-05	   0.70533	6.400787e-08	   0.59670	1.440086e-07
1.305600e-05	   0.57958	6.184322e-08	   0.59506	1.426644e-07
1.794800e-05	   0.58477	6.229998e-08	   0.58766	1.436953e-07
1.836800e-05	   0.72558	6.850734e-08	   0.59174	1.422349e-07
1.775200e-05	   0.58537	6.292640e-08	   0.56701	1.425680e-07
3.181600e-05	   0.60475	6.265768e-08	   0.58190	1.424930e-07
3.948800e-05	   0.57787	6.106780e-08	   0.58265	6.821153e-08
1.171600e-05	   0.63010	6.378424e-08	   0.59174	1.433079e-07
2.953600e-05	   0.74537	6.499610e-08	   0.59293	1.433347e-07
2.464000e-05	   0.68091	6.665235e-08	   0.57538	1.418429e-07
1.689200e-05	   0.70912	6.461724e-08	   0.59041	1.443861e-07
3.672800e-05	   0.77591	6.826912e-08	   0.59543	1.426234e-07
2.836800e-05	   0.68108	6.599629e-08	   0.58085	1.417255e-07
1.096800e-05	   0.60938	6.086310e-08	   0.59130	1.423454e-07
2.838000e-05	   0.61850	6.260576e-08	   0.58330	1.416067e-07
2.532000e-06	   0.64542	6.298978e-08	   0.57903	1.434195e-07
7.492000e-06	   0.67660	6.600297e-08	   0.59700	1.443006e-07
3.724000e-05	   0.67206	6.828669e-08	   0.58239	1.417454e-07
1.682800e-05	   0.63450	6.156654e-08	   0.58550	1.432565e-07
1.794400e-05	   0.58977	6.286258e-08	   0.58942	1.438678e-07
1.194000e-05	   0.67886	6.498004e-08	   0.60505	1.434437e-07
3.602000e-05	   0.77646	6.940366e-08	   0.58704	1.424345e-07
2.882000e-05	   0.68455	6.705265e-08	   0.59296	1.422715e-07
1.964000e-05	   0.66674	6.382414e-08	   0.58421	1.420271e-07
4.332000e-06	   0.66941	6.275967e-08	   0.57726	1.420410e-07
1.141200e-05	   0.61753	6.213982e-08	   0.58991	1.430817e-07
3.136000e-05	   0.60375	6.278577e-08	   0.59903	1.430038e-07
4.724000e-06	   0.73232	6.947728e-08	   0.58595	1.428380e-07
1.092800e-05	   0.67691	6.551521e-08	   0.58555	1.427943e-07
1.458400e-05	   0.67296	6.350242e-08	   0.59928	1.444576e-07
5.340000e-06	   0.82420	7.324515e-08	   0.59589	1.441071e-07
1.671200e-05	   0.72689	6.835837e-08	   0.58683	1.429106e-07
1.611600e-05	   0.73545	6.852367e-08	   0.61075	1.418343e-07
1.092000e-05	   0.76657	7.150423e-08	   0.57335	1.405530e-07
1.867600e-05	   0.69194	6.580768e-08	   0.58717	1.433046e-07
2.474800e-05	   0.70202	6.594018e-08	   0.58392	1.431423e-07
3.153600e-05	   0.66914	6.602559e-08	   0.59955	1.427822e-07
3.270000e-05	   0.74083	6.861388e-08	   0.59662	1.434201e-07
2.202000e-05	   0.70614	6.494954e-08	   0.59060	1.433327e-07
7.804000e-06	   0.69678	6.876363e-08	   0.59307	1.419181e-07
3.158000e-05	   0.65841	6.350024e-08	   0.60137	1.429741e-07
7.452000e-06	   0.67313	6.567462e-08	   0.59042	1.426321e-07
3.632000e-06	   0.76927	6.823693e-08	   0.60212	1.430374e-07
2.213600e-05	   0.70250	6.496184e-08	   0.60675	1.442947e-07
1.904800e-05	   0.54841	5.837191e-08	   0.56966	1.437582e-07
1.604800e-05	   0.73697	6.769334e-08	   0.57094	1.422555e-07
3.787600e-05	   0.71069	6.863277e-08	   0.57115	1.426678e-07
2.079600e-05	   0.78690	7.083468e-08	   0.58960	1.422882e-07
2.464000e-06	   0.73203	6.733920e-08	   0.57653	1.413922e-07
5.900000e-06	   0.70176	6.573413e-08	   0.58210	1.411277e-07
3.781200e-05	   0.74415	6.870306e-08	   0.59976	1.438354e-07
4.028000e-06	   0.61233	6.209597e-08	   0.58790	1.425102e-07
2.360000e-05	   0.62789	6.188038e-08	   0.57955	1.425856e-07
1.168000e-06	   0.65458	6.521160e-08	   0.59640	1.420215e-07
1.993200e-05	   0.59479	6.215462e-08	   0.58257	1.430424e-07
1.516000e-06	   0.71955	6.640603e-08	   0.63539	6.178680e-08
3.376000e-05	   0.68073	6.445299e-08	   0.57976	1.413081e-07
1.464400e-05	   0.69870	6.402568e-08	   0.58919	1.444075e-07
1.393200e-05	   0.69554	6.610550e-08	   0.58788	1.442746e-07
1.149600e-05	   0.63115	6.377859e-08	   0.59284	1.438905e-07
3.731600e-05	   0.66006	6.473564e-08	   0.59859	1.435335e-07
8.492000e-06	   0.76553	6.762934e-08	   0.58818	1.427525e-07
3.300000e-06	   0.57838	6.138396e-08	   0.57801	1.432286e-07
1.319200e-05	   0.72172	6.609490e-08	   0.58770	1.432502e-07
1.654400e-05	   0.66123	6.439171e-08	   0.61460	1.431886e-07
1.096800e-05	   0.64398	6.351631e-08	   0.58273	1.435819e-07
1.495600e-05	   0.65593	6.661564e-08	   0.59310	1.428841e-07
2.003200e-05	   0.67778	6.599508e-08	   0.58493	1.439029e-07
2.804800e-05	   0.73239	6.814060e-08	   0.58198	1.421067e-07
9.148000e-06	   0.71859	6.551777e-08	   0.59180	1.435222e-07
2.833600e-05	   0.72931	6.596182e-08	   0.60826	1.443161e-07
9.316000e-06	   0.73105	7.054188e-08	   0.60236	1.441528e-07
9.368000e-06	   0.61262	6.343078e-08	   0.58658	1.441761e-07
2.180800e-05	   0.72148	6.606848e-08	   0.59569	1.442239e-07
5.428000e-06	   0.76992	6.747944e-08	   0.57771	1.426041e-07
1.462800e-05	   0.60502	6.370928e-08	   0.57873	1.415419e-07
3.950000e-05	   0.68967	6.639126e-08	   0.59136	4.964053e-08
3.408400e-05	   0.66078	6.393575e-08	   0.60013	1.431320e-07
1.466800e-05	   0.61043	6.850100e-08	   0.60222	1.435730e-07
1.817600e-05	   0.70476	6.486698e-08	   0.59297	1.446360e-07
3.580400e-05	   0.71479	6.954290e-08	   0.59200	1.421294e-07
6.572000e-06	   0.64460	6.114824e-08	   0.58820	1.414610e-07
2.718400e-05	   0.54367	6.485446e-08	   0.58891	1.424461e-07
1.335600e-05	   0.73543	6.632928e-08	   0.58762	1.429862e-07
1.062000e-05	   0.67412	6.358458e-08	   0.57244	1.420096e-07
1.927600e-05	   0.79388	7.097787e-08	   0.58139	1.411855e-07
6.016000e-06	   0.61660	6.085061e-08	   0.58378	1.432111e-07
5.104000e-06	   0.54863	6.301941e-08	   0.58397	1.426777e-07
3.289600e-05	   0.74588	6.617317e-08	   0.59255	1.431147e-07
2.002400e-05	   0.73454	6.660988e-08	   0.57938	1.411204e-07
1.943600e-05	   0.72922	6.659093e-08	   0.58238	1.418523e-07
1.699600e-05	   0.64659	6.405813e-08	   0.60088	1.436920e-07
1.603200e-05	   0.54727	6.151425e-08	   0.57815	1.414440e-07
6.752000e-06	   0.66447	6.232470e-08	   0.58928	1.430765e-07
3.358000e-05	   0.68927	6.833449e-08	   0.59255	1.418078e-07
3.700400e-05	   0.63118	6.361306e-08	   0.58078	1.421373e-07
1.559200e-05	   0.75276	7.073350e-08	   0.56307	1.419732e-07
9.104000e-06	   0.66831	6.352236e-08	   0.58708	1.442780e-07
3.005200e-05	   0.76391	7.002445e-08	   0.57984	1.414946e-07
1.062800e-05	   0.71757	6.638298e-08	   0.58988	1.420639e-07
1.664400e-05	   0.71820	6.628444e-08	   0.58421	1.421165e-07
1.768400e-05	   0.59630	6.101016e-08	   0.58875	1.420707e-07
3.550400e-05	   0.66967	6.224530e-08	   0.59007	1.432807e-07
5.936000e-06	   0.66779	6.415439e-08	   0.60521	1.447204e-07
1.019600e-05	   0.70042	6.545363e-08	   0.58233	1.428845e-07
