# dt (sec)	Amp1 (V)	Width1 (s)	Amp2 (V)	Width2 (s)
#
3.567200e-05	   0.66304	6.409103e-08	   0.60009	1.436958e-07
3.110000e-05	   0.71172	7.153803e-08	   0.59054	1.434924e-07
7.512000e-06	   0.72944	7.651323e-08	   0.58084	1.413254e-07
1.733600e-05	   0.65890	6.473772e-08	   0.59495	1.437323e-07
1.693200e-05	   0.58310	6.097559e-08	   0.58927	1.419043e-07
4.352000e-06	   0.63887	6.160782e-08	   0.58351	1.424136e-07
2.472000e-06	   0.68656	6.750784e-08	   0.59402	1.423502e-07
3.376000e-06	   0.65671	6.517449e-08	   0.59261	1.432214e-07
3.484400e-05	   0.70447	6.843702e-08	   0.59539	1.435664e-07
3.176000e-05	   0.69402	6.297564e-08	   0.59398	1.439584e-07
2.112000e-05	   0.67112	6.376532e-08	   0.59114	1.429227e-07
2.136400e-05	   0.71940	6.686217e-08	   0.58079	1.422761e-07
1.468800e-05	   0.72851	6.765263e-08	   0.58854	1.429741e-07
3.790800e-05	   0.69322	6.514944e-08	   0.59476	1.431085e-07
2.518800e-05	   0.73765	6.954609e-08	   0.58309	1.422968e-07
2.813600e-05	   0.68056	6.375434e-08	   0.59034	1.415869e-07
1.744400e-05	   0.65156	6.289589e-08	   0.61025	1.432878e-07
6.204000e-06	   0.55441	5.885509e-08	   0.60277	1.428993e-07
3.672000e-06	   0.65697	6.198836e-08	   0.57902	1.429826e-07
3.920000e-06	   0.63118	6.715560e-08	   0.58108	1.414678e-07
1.590800e-05	   0.67960	6.299085e-08	   0.57740	1.418770e-07
1.268000e-06	   0.60912	6.164484e-08	   0.59084	1.428841e-07
3.789600e-05	   0.60830	6.216829e-08	   0.58186	1.421854e-07
3.322400e-05	   0.78027	6.961304e-08	   0.59210	1.424720e-07
2.412400e-05	   0.71487	7.119100e-08	   0.59905	1.438948e-07
1.737200e-05	   0.61066	6.071889e-08	   0.58117	1.428623e-07
9.216000e-06	   0.56437	6.579681e-08	   0.58217	1.411414e-07
7.400000e-06	   0.65831	6.427546e-08	   0.59491	1.441517e-07
1.060400e-05	   0.66085	6.607845e-08	   0.60084	1.438464e-07
3.129600e-05	   0.70198	6.940271e-08	   0.58314	1.430143e-07
2.081200e-05	   0.60388	6.431534e-08	   0.58272	1.435871e-07
1.790400e-05	   0.64299	6.405894e-08	   0.59690	1.408367e-07
2.507600e-05	   0.73121	7.372510e-08	   0.58811	1.414233e-07
2.667600e-05	   0.71220	6.798721e-08	   0.58569	1.432121e-07
3.216800e-05	   0.66775	6.321060e-08	   0.59302	1.429313e-07
7.040000e-06	   0.63428	6.479291e-08	   0.58252	1.426705e-07
8.784000e-06	   0.62703	6.412604e-08	   0.58320	1.406264e-07
3.403200e-05	   0.65824	6.419934e-08	   0.60201	1.420127e-07
1.182400e-05	   0.62382	6.494602e-08	   0.57985	1.425369e-07
3.988000e-06	   0.71367	6.776986e-08	   0.58457	1.446994e-07
8.196000e-06	   0.73540	6.856509e-08	   0.59901	1.433911e-07
1.710000e-05	   0.72936	6.690220e-08	   0.58358	1.437205e-07
1.790400e-05	   0.68018	6.408048e-08	   0.60535	1.453569e-07
1.440000e-05	   0.69094	6.654236e-08	   0.56913	1.405867e-07
2.082800e-05	   0.69106	6.758860e-08	   0.57318	1.422562e-07
1.142800e-05	   0.69653	6.673843e-08	   0.60653	1.441894e-07
2.914800e-05	   0.73676	6.842647e-08	   0.60489	1.432378e-07
1.944800e-05	   0.69743	6.931325e-08	   0.58030	1.410879e-07
3.044800e-05	   0.65172	6.808394e-08	   0.57891	1.425962e-07
1.742000e-05	   0.74807	6.686287e-08	   0.60514	1.445629e-07
2.935200e-05	   0.69625	6.678050e-08	   0.57563	1.425238e-07
1.948400e-05	   0.63934	6.059699e-08	   0.58068	1.425748e-07
1.076000e-06	   0.72995	6.761756e-08	   0.57844	1.420090e-07
1.679600e-05	   0.75396	7.391425e-08	   0.58537	1.410993e-07
1.242800e-05	   0.61808	6.129077e-08	   0.58498	1.432583e-07
2.960800e-05	   0.71566	6.455787e-08	   0.59352	1.417137e-07
2.976800e-05	   0.70437	7.031359e-08	   0.59099	1.433998e-07
9.732000e-06	   0.64467	6.517513e-08	   0.58175	1.436234e-07
4.936000e-06	   0.57351	5.961970e-08	   0.60294	1.432960e-07
1.523600e-05	   0.81105	7.421502e-08	   0.58152	1.412496e-07
1.528400e-05	   0.64175	6.579103e-08	   0.58327	1.421624e-07
2.266000e-05	   0.57978	6.516376e-08	   0.59187	1.426762e-07
1.116400e-05	   0.70613	6.675348e-08	   0.58801	1.438577e-07
3.390000e-05	   0.58655	6.274050e-08	   0.58443	1.431893e-07
4.188000e-06	   0.64981	6.388055e-08	   0.58173	1.439117e-07
3.683200e-05	   0.66740	6.443069e-08	   0.58887	1.414856e-07
2.075600e-05	   0.72868	6.975858e-08	   0.58252	1.424497e-07
5.964000e-06	   0.70408	6.479897e-08	   0.58411	1.427077e-07
1.878000e-05	   0.60299	6.217958e-08	   0.60919	1.429586e-07
3.562800e-05	   0.75513	7.085359e-08	   0.58001	1.427256e-07
3.057200e-05	   0.67653	6.672407e-08	   0.58790	1.426185e-07
1.870400e-05	   0.57542	6.009395e-08	   0.59643	1.420965e-07
1.177600e-05	   0.64959	6.508879e-08	   0.57122	1.420708e-07
9.948000e-06	   0.64828	6.305145e-08	   0.58466	1.425400e-07
6.284000e-06	   0.68754	6.537498e-08	   0.58532	1.433717e-07
1.913200e-05	   0.64189	6.403739e-08	   0.59298	1.430957e-07
2.152000e-05	   0.71569	7.031549e-08	   0.57795	1.414196e-07
2.808800e-05	   0.74995	6.877886e-08	   0.58208	1.425752e-07
3.296000e-05	   0.58156	6.913461e-08	   0.57563	1.424526e-07
1.089600e-05	   0.72462	6.739725e-08	   0.58729	1.421472e-07
2.277200e-05	   0.66585	6.345043e-08	   0.58657	1.440318e-07
6.744000e-06	   0.62218	6.472069e-08	   0.58519	1.408836e-07
3.439200e-05	   0.63098	6.076064e-08	   0.59126	1.426775e-07
1.766000e-05	   0.67847	6.681616e-08	   0.58714	1.431922e-07
1.962400e-05	   0.64551	6.788067e-08	   0.59823	1.420943e-07
2.720800e-05	   0.71121	6.472256e-08	   0.57907	1.417961e-07
1.155200e-05	   0.64426	6.067461e-08	   0.57828	1.436333e-07
3.501200e-05	   0.73729	6.873645e-08	   0.57492	1.437056e-07
3.777600e-05	   0.70664	7.004885e-08	   0.58812	1.438667e-07
2.726400e-05	   0.66122	6.360700e-08	   0.58908	1.429589e-07
1.465200e-05	   0.56457	5.819591e-08	   0.59293	1.438492e-07
1.944400e-05	   0.66817	6.249549e-08	   0.58605	1.431817e-07
3.109200e-05	   0.66441	6.284389e-08	   0.59350	1.434766e-07
1.479600e-05	   0.69442	6.491177e-08	   0.58998	1.418660e-07
3.796000e-06	   0.63736	6.738722e-08	   0.58461	1.426171e-07
1.530400e-05	   0.61943	6.002417e-08	   0.59552	1.426563e-07
3.509200e-05	   0.66044	6.524883e-08	   0.58344	1.430234e-07
3.706400e-05	   0.60770	6.565457e-08	   0.60162	1.426499e-07
1.877200e-05	   0.73487	6.669073e-08	   0.57652	1.436901e-07
2.803600e-05	   0.73905	6.859927e-08	   0.58259	1.420394e-07
1.137200e-05	   0.66635	6.392753e-08	   0.58793	1.423795e-07
3.396400e-05	   0.64849	6.337319e-08	   0.59170	1.436266e-07
2.634000e-05	   0.55227	6.027461e-08	   0.58232	1.416489e-07
1.515600e-05	   0.67220	6.267073e-08	   0.58449	1.442097e-07
3.528400e-05	   0.65003	6.255861e-08	   0.58370	1.430695e-07
2.888800e-05	   0.77410	6.947704e-08	   0.59310	1.431480e-07
2.660400e-05	   0.66883	6.966622e-08	   0.57448	1.419457e-07
1.257600e-05	   0.61149	6.446136e-08	   0.58472	1.426461e-07
1.750000e-05	   0.70844	6.708073e-08	   0.58563	1.435677e-07
3.044000e-06	   0.71231	6.715377e-08	   0.57812	1.439207e-07
6.424000e-06	   0.64135	6.345284e-08	   0.58181	1.422010e-07
9.176000e-06	   0.69144	6.451305e-08	   0.59132	1.425813e-07
3.420000e-05	   0.70411	6.493187e-08	   0.58707	1.436280e-07
2.515600e-05	   0.69831	6.735870e-08	   0.59401	1.430273e-07
3.048000e-06	   0.61554	6.405892e-08	   0.59221	1.438841e-07
1.480000e-06	   0.67020	7.003056e-08	   0.58621	1.425031e-07
1.458800e-05	   0.63819	6.178295e-08	   0.58446	1.442260e-07
9.452000e-06	   0.73788	7.031222e-08	   0.58276	1.435802e-07
1.953200e-05	   0.73260	6.841480e-08	   0.58825	1.433661e-07
2.404000e-06	   0.74149	6.879507e-08	   0.58432	1.428038e-07
9.592000e-06	   0.76022	6.937232e-08	   0.59800	1.440531e-07
3.599600e-05	   0.69358	6.977128e-08	   0.58489	1.435376e-07
1.452400e-05	   0.67109	6.359230e-08	   0.57845	1.415993e-07
5.368000e-06	   0.74413	6.809083e-08	   0.60525	1.427712e-07
3.531200e-05	   0.69594	6.637478e-08	   0.60059	1.437916e-07
8.224000e-06	   0.74270	6.657280e-08	   0.58830	1.422111e-07
3.008400e-05	   0.77892	7.183714e-08	   0.58761	1.427162e-07
6.172000e-06	   0.68320	6.573453e-08	   0.59576	1.418836e-07
2.648000e-05	   0.71333	6.819516e-08	   0.59781	1.424504e-07
2.299600e-05	   0.74109	6.711650e-08	   0.59143	1.429522e-07
7.088000e-06	   0.68313	6.376300e-08	   0.58307	1.427841e-07
1.634800e-05	   0.68378	6.371642e-08	   0.58720	1.426521e-07
3.884400e-05	   0.63053	6.359545e-08	   0.58842	1.410709e-07
2.269600e-05	   0.76788	6.499822e-08	   0.59243	1.447934e-07
1.326400e-05	   0.67485	6.766068e-08	   0.59162	1.423346e-07
1.776800e-05	   0.69522	6.613502e-08	   0.57983	1.422090e-07
3.456800e-05	   0.63536	6.164411e-08	   0.59871	1.446794e-07
2.904400e-05	   0.68207	6.551862e-08	   0.57583	1.424991e-07
1.653600e-05	   0.72197	6.608660e-08	   0.59099	1.421892e-07
3.231600e-05	   0.63135	6.547103e-08	   0.60471	1.430963e-07
1.287600e-05	   0.63784	6.319935e-08	   0.57932	1.426696e-07
1.494000e-05	   0.61784	6.248986e-08	   0.59237	1.433917e-07
1.707600e-05	   0.62304	6.156423e-08	   0.57986	1.426430e-07
1.870800e-05	   0.64927	6.675193e-08	   0.57882	1.423872e-07
1.351200e-05	   0.70031	6.638039e-08	   0.58668	1.417671e-07
1.004400e-05	   0.64666	6.303535e-08	   0.57962	1.427793e-07
1.646400e-05	   0.69854	6.641170e-08	   0.57950	1.418785e-07
2.118800e-05	   0.68916	6.559407e-08	   0.59012	1.438054e-07
1.050000e-05	   0.77851	7.170546e-08	   0.59334	1.426088e-07
4.316000e-06	   0.68258	6.409747e-08	   0.60187	1.423806e-07
3.915200e-05	   0.76203	6.980067e-08	   0.59375	1.434283e-07
9.580000e-06	   0.61526	6.438514e-08	   0.57755	1.416646e-07
2.415600e-05	   0.74414	6.957832e-08	   0.59961	1.436139e-07
2.989600e-05	   0.65779	6.524316e-08	   0.59434	1.435173e-07
3.523200e-05	   0.76344	6.993617e-08	   0.58341	1.433393e-07
1.932000e-06	   0.67856	6.591556e-08	   0.58684	1.422386e-07
3.604400e-05	   0.53950	5.835033e-08	   0.57204	1.424727e-07
3.338000e-05	   0.78259	7.076782e-08	   0.58516	1.431680e-07
2.367600e-05	   0.73564	6.698492e-08	   0.58026	1.430827e-07
1.408400e-05	   0.71451	6.507305e-08	   0.59136	1.429189e-07
9.588000e-06	   0.73083	6.757827e-08	   0.59340	1.425299e-07
1.404400e-05	   0.53377	6.278212e-08	   0.59553	1.443782e-07
2.245600e-05	   0.71405	6.566578e-08	   0.57810	1.424002e-07
5.540000e-06	   0.62992	6.410899e-08	   0.58274	1.436913e-07
2.777200e-05	   0.71280	6.491568e-08	   0.60792	1.437797e-07
1.082000e-05	   0.71208	6.706890e-08	   0.60155	1.446560e-07
1.311200e-05	   0.71781	6.695610e-08	   0.59777	1.423329e-07
1.881600e-05	   0.63319	6.639266e-08	   0.57003	1.406399e-07
3.716800e-05	   0.72641	6.611256e-08	   0.59071	1.422126e-07
1.680000e-05	   0.72750	6.607074e-08	   0.59225	1.434808e-07
3.317200e-05	   0.72875	6.410605e-08	   0.59468	1.428698e-07
1.918800e-05	   0.66114	6.465271e-08	   0.58739	1.435461e-07
2.628000e-06	   0.76456	6.791385e-08	   0.58654	1.429734e-07
4.440000e-06	   0.74835	6.550794e-08	   0.60877	1.450392e-07
1.041200e-05	   0.68365	6.538468e-08	   0.59006	1.420090e-07
1.782800e-05	   0.73832	6.709861e-08	   0.57443	1.427102e-07
6.120000e-06	   0.63745	6.195653e-08	   0.60255	1.424997e-07
1.426800e-05	   0.64245	6.402093e-08	   0.57605	1.435607e-07
3.251600e-05	   0.69603	6.985559e-08	   0.57674	1.425269e-07
1.020000e-06	   0.68613	6.593291e-08	   0.58188	1.420055e-07
3.410000e-05	   0.71236	6.599752e-08	   0.58135	1.424397e-07
6.532000e-06	   0.68836	6.346164e-08	   0.60693	1.440884e-07
2.002400e-05	   0.63763	6.389914e-08	   0.58856	1.424443e-07
2.206000e-05	   0.61250	6.189755e-08	   0.58666	1.436608e-07
6.512000e-06	   0.60071	6.327971e-08	   0.57296	1.417345e-07
2.420000e-06	   0.64117	6.522371e-08	   0.59389	1.438140e-07
2.374000e-05	   0.62658	6.155046e-08	   0.59249	1.419105e-07
9.964000e-06	   0.63732	6.232359e-08	   0.58205	1.419847e-07
1.805200e-05	   0.69942	6.349906e-08	   0.60672	1.429385e-07
2.243200e-05	   0.60527	6.200429e-08	   0.59208	1.417514e-07
1.905600e-05	   0.64377	6.090436e-08	   0.59558	1.410069e-07
1.350000e-05	   0.73167	6.618500e-08	   0.58705	1.423554e-07
2.378800e-05	   0.76680	6.782528e-08	   0.59225	1.423076e-07
7.108000e-06	   0.76286	6.757929e-08	   0.59729	1.433179e-07
3.782400e-05	   0.65223	6.125039e-08	   0.59585	1.435400e-07
1.498000e-05	   0.66022	6.275685e-08	   0.58719	1.425005e-07
1.830800e-05	   0.67650	6.720309e-08	   0.59267	1.430413e-07
1.965600e-05	   0.69839	6.324823e-08	   0.58274	1.431055e-07
2.876800e-05	   0.68862	6.350439e-08	   0.58175	1.409495e-07
2.705600e-05	   0.75438	6.964617e-08	   0.60408	1.421928e-07
1.494400e-05	   0.64494	6.372635e-08	   0.59392	1.441823e-07
1.381600e-05	   0.68964	6.967298e-08	   0.57108	1.414345e-07
2.085200e-05	   0.76010	6.889297e-08	   0.57213	1.419536e-07
4.028000e-06	   0.60624	6.260061e-08	   0.57234	1.417684e-07
4.956000e-06	   0.71493	6.278995e-08	   0.58598	1.430658e-07
4.292000e-06	   0.73607	7.110768e-08	   0.61128	1.437375e-07
2.372000e-05	   0.72859	6.971772e-08	   0.60020	1.438557e-07
1.438000e-05	   0.66128	6.240912e-08	   0.59592	1.430118e-07
2.763600e-05	   0.56962	6.223530e-08	   0.59467	1.434900e-07
1.912000e-05	   0.72030	6.409669e-08	   0.58248	1.418065e-07
3.338400e-05	   0.71289	6.641434e-08	   0.58213	1.410517e-07
1.770400e-05	   0.73296	6.763512e-08	   0.59606	1.431056e-07
2.049600e-05	   0.72880	6.698296e-08	   0.58583	1.433524e-07
3.169600e-05	   0.69848	6.485650e-08	   0.59806	1.418471e-07
1.668400e-05	   0.67700	6.451932e-08	   0.58579	1.423120e-07
8.400000e-06	   0.69390	6.486268e-08	   0.58987	1.437991e-07
9.444000e-06	   0.72934	6.936009e-08	   0.58907	1.430439e-07
1.665600e-05	   0.70543	6.584953e-08	   0.60033	1.432204e-07
1.860400e-05	   0.72896	6.971482e-08	   0.59487	1.437498e-07
2.386800e-05	   0.80572	7.427599e-08	   0.59174	1.439561e-07
9.904000e-06	   0.68280	6.392127e-08	   0.59007	1.427399e-07
2.425200e-05	   0.57551	6.073255e-08	   0.59173	1.432313e-07
1.828400e-05	   0.61228	6.435446e-08	   0.58323	1.429500e-07
1.432000e-06	   0.68395	6.436329e-08	   0.58854	1.424874e-07
4.676000e-06	   0.69932	6.998467e-08	   0.58175	1.411544e-07
3.000000e-06	   0.65667	6.432821e-08	   0.56580	1.410497e-07
1.551600e-05	   0.70531	6.506808e-08	   0.58564	1.437853e-07
9.052000e-06	   0.63520	6.213464e-08	   0.59094	1.421028e-07
3.097200e-05	   0.64311	6.475808e-08	   0.58958	1.430096e-07
3.557600e-05	   0.66307	6.309534e-08	   0.58979	1.427905e-07
2.996800e-05	   0.61194	6.336146e-08	   0.58444	1.434029e-07
2.056000e-05	   0.70761	6.738431e-08	   0.58442	1.420231e-07
5.808000e-06	   0.66101	6.513188e-08	   0.58785	1.419564e-07
1.489600e-05	   0.66204	6.163118e-08	   0.58505	1.422861e-07
3.708000e-06	   0.70610	7.020137e-08	   0.58777	1.425584e-07
3.716000e-05	   0.67200	6.419474e-08	   0.59589	1.432572e-07
3.641200e-05	   0.71236	6.592790e-08	   0.58312	1.425728e-07
2.853600e-05	   0.52968	5.899529e-08	   0.59427	1.424066e-07
1.416800e-05	   0.69327	6.732634e-08	   0.58515	1.408030e-07
4.088000e-06	   0.62061	6.578161e-08	   0.58283	1.413912e-07
2.096000e-06	   0.73168	6.858712e-08	   0.59799	1.437371e-07
2.695600e-05	   0.65045	6.391099e-08	   0.59573	1.438935e-07
1.583600e-05	   0.71164	6.466532e-08	   0.58144	1.422919e-07
1.145200e-05	   0.76351	6.920054e-08	   0.59124	1.442081e-07
3.484000e-05	   0.58491	6.628414e-08	   0.58457	1.427850e-07
2.786400e-05	   0.72527	6.673047e-08	   0.59236	1.429032e-07
2.721200e-05	   0.66591	6.447721e-08	   0.60014	1.435724e-07
2.469600e-05	   0.62358	6.262494e-08	   0.58450	1.435336e-07
2.490000e-05	   0.67848	6.747072e-08	   0.59608	1.436454e-07
1.110000e-05	   0.67259	6.558234e-08	   0.60211	1.449785e-07
1.613200e-05	   0.66197	6.187663e-08	   0.58395	1.437131e-07
1.555200e-05	   0.76937	6.932108e-08	   0.57476	1.421003e-07
3.858000e-05	   0.72792	6.514037e-08	   0.58913	1.420335e-07
1.624400e-05	   0.76247	6.989309e-08	   0.59119	1.432588e-07
3.721200e-05	   0.72744	6.810132e-08	   0.58830	1.411821e-07
2.920000e-06	   0.74317	6.785055e-08	   0.58647	1.432095e-07
3.208800e-05	   0.74117	7.197410e-08	   0.57960	1.423297e-07
1.650800e-05	   0.73015	6.775464e-08	   0.60081	1.420855e-07
1.162800e-05	   0.63444	6.554161e-08	   0.58973	1.428512e-07
2.459600e-05	   0.69382	6.731647e-08	   0.60176	1.417421e-07
2.563600e-05	   0.66960	6.541335e-08	   0.59528	1.440110e-07
3.829600e-05	   0.75101	6.617278e-08	   0.59583	1.433049e-07
3.217600e-05	   0.78048	7.137993e-08	   0.58314	1.419819e-07
2.427600e-05	   0.60916	6.626531e-08	   0.59858	1.434839e-07
3.746400e-05	   0.69799	6.967940e-08	   0.59117	1.435117e-07
1.169600e-05	   0.62548	6.424755e-08	   0.60066	1.423053e-07
3.536000e-05	   0.55536	6.046882e-08	   0.59488	1.437262e-07
2.066800e-05	   0.65183	6.812602e-08	   0.58896	1.424387e-07
8.428000e-06	   0.59573	6.066310e-08	   0.60238	1.445339e-07
3.449600e-05	   0.71850	6.627888e-08	   0.58739	1.427484e-07
1.798800e-05	   0.64820	6.544949e-08	   0.60104	1.433628e-07
2.604000e-06	   0.65047	6.610204e-08	   0.59035	1.432486e-07
3.153200e-05	   0.65197	6.416818e-08	   0.59095	1.420110e-07
1.397200e-05	   0.71807	6.738618e-08	   0.58169	1.430937e-07
5.936000e-06	   0.66043	6.392565e-08	   0.59141	1.441210e-07
3.328800e-05	   0.74244	6.776945e-08	   0.58524	1.425716e-07
6.052000e-06	   0.72239	6.465321e-08	   0.59210	1.427669e-07
8.144000e-06	   0.65948	6.687769e-08	   0.58566	1.435635e-07
3.708000e-05	   0.60072	6.875963e-08	   0.59315	1.433336e-07
1.402400e-05	   0.61793	6.217692e-08	   0.58488	1.425047e-07
2.885600e-05	   0.67038	6.535669e-08	   0.58714	1.434873e-07
1.937200e-05	   0.71116	6.727864e-08	   0.59026	1.429109e-07
3.896000e-05	   0.55598	6.052602e-08	   0.58853	1.414517e-07
9.032000e-06	   0.65547	6.324439e-08	   0.59453	1.433575e-07
6.940000e-06	   0.66604	6.426102e-08	   0.59022	1.430842e-07
3.114000e-05	   0.79914	7.331303e-08	   0.58181	1.425752e-07
1.878800e-05	   0.57939	6.108987e-08	   0.58980	1.409616e-07
1.353200e-05	   0.67847	6.570118e-08	   0.59203	1.436271e-07
1.485600e-05	   0.63898	6.597669e-08	   0.57458	1.431604e-07
3.613600e-05	   0.61833	6.243467e-08	   0.58954	1.421092e-07
1.062400e-05	   0.67417	6.528641e-08	   0.58084	1.423038e-07
4.432000e-06	   0.74304	6.921982e-08	   0.58928	1.445030e-07
1.332800e-05	   0.71731	6.620191e-08	   0.59926	1.429842e-07
2.927600e-05	   0.67799	6.607767e-08	   0.57720	1.413693e-07
3.750400e-05	   0.65175	6.737172e-08	   0.56739	1.415066e-07
3.416400e-05	   0.79045	7.063859e-08	   0.58900	1.441295e-07
3.431600e-05	   0.71066	6.680509e-08	   0.57838	1.426942e-07
1.476000e-06	   0.67175	6.286059e-08	   0.58564	1.433355e-07
3.217600e-05	   0.69316	6.542448e-08	   0.57844	1.428217e-07
2.368000e-06	   0.69991	6.755035e-08	   0.58386	1.427436e-07
3.410800e-05	   0.66682	6.073799e-08	   0.60292	1.444474e-07
3.465200e-05	   0.70036	6.592143e-08	   0.57907	1.430918e-07
2.095600e-05	   0.66024	6.446644e-08	   0.58849	1.425465e-07
1.124000e-06	   0.58337	6.408555e-08	   0.59632	1.423872e-07
2.230400e-05	   0.70941	6.456545e-08	   0.58060	1.429033e-07
2.406800e-05	   0.74095	7.093482e-08	   0.58218	1.433048e-07
5.024000e-06	   0.65449	6.230850e-08	   0.57701	1.437615e-07
1.575200e-05	   0.64165	6.304413e-08	   0.60651	1.436288e-07
2.523200e-05	   0.71419	6.325846e-08	   0.58918	1.431083e-07
1.159200e-05	   0.63850	6.401528e-08	   0.58196	1.420631e-07
3.335200e-05	   0.71740	6.509285e-08	   0.58408	1.426548e-07
1.457600e-05	   0.70097	6.481810e-08	   0.58571	1.408773e-07
3.650800e-05	   0.72302	6.545850e-08	   0.58025	1.416808e-07
1.925600e-05	   0.59099	6.243431e-08	   0.57998	1.427002e-07
5.976000e-06	   0.63628	6.160649e-08	   0.59021	1.426005e-07
1.506000e-05	   0.71738	6.938769e-08	   0.59679	1.426044e-07
1.643200e-05	   0.66839	6.544964e-08	   0.58831	1.429649e-07
3.092800e-05	   0.71643	6.658738e-08	   0.58139	1.427462e-07
2.976000e-05	   0.67962	6.688967e-08	   0.57223	1.411788e-07
1.204000e-06	   0.74968	6.769244e-08	   0.57361	1.420947e-07
1.348000e-05	   0.71206	6.716612e-08	   0.59508	1.424320e-07
2.904400e-05	   0.70099	6.551788e-08	   0.59232	1.430528e-07
5.492000e-06	   0.68302	6.499390e-08	   0.58416	1.416903e-07
2.546800e-05	   0.62485	6.275532e-08	   0.59642	1.431248e-07
3.630800e-05	   0.70066	6.647133e-08	   0.59168	1.418010e-07
1.946000e-05	   0.67832	6.349225e-08	   0.58091	1.426202e-07
1.668000e-06	   0.70492	6.430794e-08	   0.58431	1.425117e-07
2.927200e-05	   0.66735	6.471869e-08	   0.60030	1.431073e-07
3.222000e-05	   0.69089	6.270698e-08	   0.58507	1.429458e-07
3.201200e-05	   0.75304	7.063389e-08	   0.60141	1.428166e-07
1.423200e-05	   0.76818	6.785513e-08	   0.58528	1.433522e-07
6.908000e-06	   0.63383	6.064491e-08	   0.58380	1.425117e-07
2.094400e-05	   0.70748	6.740605e-08	   0.57871	1.422980e-07
3.060400e-05	   0.65195	6.487650e-08	   0.58952	1.433037e-07
2.962800e-05	   0.70869	6.873042e-08	   0.57946	1.441399e-07
2.133200e-05	   0.72004	7.039990e-08	   0.58865	1.419815e-07
1.278000e-05	   0.76685	6.867756e-08	   0.58441	1.421884e-07
1.803200e-05	   0.75548	7.015225e-08	   0.60323	1.436197e-07
1.211600e-05	   0.71151	6.700051e-08	   0.57834	1.406733e-07
1.551600e-05	   0.67100	6.174605e-08	   0.57461	1.420192e-07
2.842400e-05	   0.72123	6.581426e-08	   0.58220	1.444989e-07
1.680000e-06	   0.76413	7.168037e-08	   0.58424	1.430910e-07
2.519600e-05	   0.69983	6.616729e-08	   0.59026	1.429667e-07
3.538800e-05	   0.67528	6.402473e-08	   0.59015	1.418168e-07
2.382000e-05	   0.74375	6.836446e-08	   0.59092	1.441321e-07
1.063600e-05	   0.69485	6.395455e-08	   0.59067	1.422443e-07
1.658400e-05	   0.71028	6.534273e-08	   0.59729	1.440395e-07
2.102000e-05	   0.75714	6.657826e-08	   0.59063	1.430664e-07
1.964000e-06	   0.72787	6.624333e-08	   0.59884	1.428152e-07
1.883200e-05	   0.65197	6.461661e-08	   0.58613	1.423051e-07
2.636000e-05	   0.68260	6.970506e-08	   0.58548	1.423418e-07
1.984400e-05	   0.62361	6.095191e-08	   0.60256	1.440226e-07
4.824000e-06	   0.71985	6.781419e-08	   0.58909	1.434744e-07
6.424000e-06	   0.55936	6.164914e-08	   0.57139	1.428497e-07
3.066000e-05	   0.73216	6.615387e-08	   0.58485	1.427198e-07
2.435200e-05	   0.70729	6.502863e-08	   0.57542	1.434436e-07
1.214400e-05	   0.59177	6.587465e-08	   0.59377	1.427949e-07
1.986000e-05	   0.64158	6.447778e-08	   0.57848	1.408837e-07
1.518800e-05	   0.60003	6.357976e-08	   0.59514	1.430446e-07
4.144000e-06	   0.55416	5.918830e-08	   0.58459	1.427112e-07
3.658400e-05	   0.68635	6.537944e-08	   0.58630	1.425972e-07
4.916000e-06	   0.73121	6.704671e-08	   0.58076	1.418215e-07
2.080800e-05	   0.77267	7.044642e-08	   0.56438	1.429477e-07
2.193200e-05	   0.63861	6.169217e-08	   0.57616	1.412318e-07
3.147600e-05	   0.72612	6.741979e-08	   0.60073	1.445568e-07
2.442000e-05	   0.71218	6.543246e-08	   0.57515	1.423375e-07
2.190000e-05	   0.66244	6.462753e-08	   0.58326	1.421346e-07
2.356800e-05	   0.79098	7.244667e-08	   0.60415	1.442219e-07
1.942000e-05	   0.73603	6.593919e-08	   0.58149	1.424568e-07
2.410000e-05	   0.70850	6.483627e-08	   0.59194	1.421363e-07
4.048000e-06	   0.63815	6.374550e-08	   0.57767	1.422185e-07
3.675200e-05	   0.64948	6.566839e-08	   0.59055	1.425586e-07
3.132400e-05	   0.69302	6.473206e-08	   0.59205	1.428652e-07
8.612000e-06	   0.70309	6.509480e-08	   0.58736	1.416038e-07
3.628800e-05	   0.63790	6.149974e-08	   0.58272	1.424611e-07
6.052000e-06	   0.60299	6.376896e-08	   0.59054	1.437619e-07
3.594000e-05	   0.72415	6.558593e-08	   0.58906	1.425243e-07
1.589600e-05	   0.78904	7.242521e-08	   0.58266	1.415298e-07
3.506800e-05	   0.64794	6.477795e-08	   0.59306	1.425531e-07
2.245200e-05	   0.67920	6.462902e-08	   0.58390	1.428786e-07
1.172800e-05	   0.68651	6.563120e-08	   0.59989	1.456498e-07
3.832800e-05	   0.57193	5.963922e-08	   0.58540	1.419964e-07
1.256000e-05	   0.69806	6.610406e-08	   0.57959	1.425475e-07
8.716000e-06	   0.62650	6.099556e-08	   0.59124	1.429609e-07
6.504000e-06	   0.64540	6.251315e-08	   0.58991	1.427092e-07
1.796800e-05	   0.65576	6.594342e-08	   0.58209	1.425339e-07
1.169600e-05	   0.72461	6.482077e-08	   0.61292	1.442645e-07
