x y time dx dy dt dr^2 TotalDisplacementSquared
12
3.6E-06 1.76E-05 0 0 0 0 0 0
2.8E-06 1.88E-05 0.3280328 -8E-07 1.2E-06 0.3280328 2.08E-12 2.08E-12
2.8E-06 1.88E-05 0.4920492 0 0 0.1640164 0 2.08E-12
2E-06 1.88E-05 0.6560656 -8E-07 0 0.1640164 6.4E-13 4E-12
2E-06 1.88E-05 0.8190819 0 0 0.1630163 0 4E-12
2E-06 1.84E-05 0.9830983 0 -4E-07 0.1640164 1.6E-13 3.2E-12
1.2E-06 1.84E-05 1.1471147 -8E-07 0 0.1640164 6.4E-13 6.4E-12
1.2E-06 1.88E-05 1.3111311 0 4E-07 0.1640164 1.6E-13 7.2E-12
4E-07 1.88E-05 1.6381638 -8E-07 0 0.3270327 6.4E-13 1.168E-11
4E-07 1.84E-05 1.8021802 0 -4E-07 0.1640164 1.6E-13 1.088E-11
8E-07 1.76E-05 1.9661966 4E-07 -8E-07 0.1640164 8E-13 7.84E-12
4E-07 1.76E-05 2.130213 -4E-07 0 0.1640164 1.6E-13 1.024E-11
13
4E-07 3.36E-05 0 0 0 0 0 0
8E-07 3.36E-05 0.1640164 4E-07 0 0.1640164 1.6E-13 1.6E-13
1.2E-06 3.36E-05 0.3270327 4E-07 0 0.1630163 1.6E-13 6.4E-13
1.2E-06 3.28E-05 0.4910491 0 -8E-07 0.1640164 6.4E-13 1.28E-12
1.6E-06 3.28E-05 0.6550655 4E-07 0 0.1640164 1.6E-13 2.08E-12
2E-06 3.28E-05 0.8190819 4E-07 0 0.1640164 1.6E-13 3.2E-12
2.8E-06 3.28E-05 0.9830983 8E-07 0 0.1640164 6.4E-13 6.4E-12
3.6E-06 3.32E-05 1.1461146 8E-07 4E-07 0.1630163 8E-13 1.04E-11
4.8E-06 3.24E-05 1.4741474 1.2E-06 -8E-07 0.3280328 2.08E-12 2.08E-11
5.6E-06 3.24E-05 1.6381638 8E-07 0 0.1640164 6.4E-13 2.848E-11
6E-06 3.08E-05 1.8021802 4E-07 -1.6E-06 0.1640164 2.72E-12 3.92E-11
6.8E-06 3.16E-05 1.9651965 8E-07 8E-07 0.1630163 1.28E-12 4.496E-11
5.2E-06 3.36E-05 2.1292129 -1.6E-06 2E-06 0.1640164 6.56E-12 2.304E-11
17
2.28E-05 2.8E-05 0 0 0 0 0 0
2.32E-05 2.8E-05 0.3280328 4E-07 0 0.3280328 1.6E-13 1.6E-13
2.36E-05 2.84E-05 0.4910491 4E-07 4E-07 0.1630163 3.2E-13 8E-13
2.36E-05 2.84E-05 0.6550655 0 0 0.1640164 0 8E-13
2.44E-05 2.84E-05 0.9830983 8E-07 0 0.3280328 6.4E-13 2.72E-12
2.52E-05 2.76E-05 1.4741474 8E-07 -8E-07 0.4910491 1.28E-12 5.92E-12
2.6E-05 2.68E-05 1.8021802 8E-07 -8E-07 0.3280328 1.28E-12 1.168E-11
2.6E-05 2.68E-05 1.9661966 0 0 0.1640164 0 1.168E-11
2.6E-05 2.6E-05 2.1292129 0 -8E-07 0.1630163 6.4E-13 1.424E-11
2.6E-05 2.56E-05 2.2932293 0 -4E-07 0.1640164 1.6E-13 1.6E-11
2.68E-05 2.6E-05 2.4572457 8E-07 4E-07 0.1640164 8E-13 2E-11
2.68E-05 2.56E-05 2.6212621 0 -4E-07 0.1640164 1.6E-13 2.176E-11
2.72E-05 2.48E-05 2.7852785 4E-07 -8E-07 0.1640164 8E-13 2.96E-11
2.76E-05 2.4E-05 2.9482948 4E-07 -8E-07 0.1630163 8E-13 3.904E-11
2.88E-05 2.32E-05 3.1123112 1.2E-06 -8E-07 0.1640164 2.08E-12 5.904E-11
2.96E-05 2.32E-05 3.2763276 8E-07 0 0.1640164 6.4E-13 6.928E-11
3E-05 2.24E-05 3.440344 4E-07 -8E-07 0.1640164 8E-13 8.32E-11
16
1.8E-05 3.04E-05 0 0 0 0 0 0
1.84E-05 3.08E-05 0.4910491 4E-07 4E-07 0.4910491 3.2E-13 3.2E-13
1.88E-05 3E-05 0.6550655 4E-07 -8E-07 0.1640164 8E-13 8E-13
1.88E-05 2.88E-05 0.8190819 0 -1.2E-06 0.1640164 1.44E-12 3.2E-12
1.96E-05 2.88E-05 1.1461146 8E-07 0 0.3270327 6.4E-13 5.12E-12
1.96E-05 2.88E-05 1.310131 0 0 0.1640164 0 5.12E-12
2E-05 2.88E-05 1.4741474 4E-07 0 0.1640164 1.6E-13 6.56E-12
2.04E-05 2.88E-05 1.6381638 4E-07 0 0.1640164 1.6E-13 8.32E-12
