Trigger Count=16175	Output Count=1359	Elapsed Time=05:00.001	Number of Pulses CH0=1	Number of Pulses CH1=1
te (Hz)=2.50E+8	Min record length=142	Trigger level (V)=0.1200	Channel 0 threshold (V)=0.0250	Channel 1 threshold (V)=0.0250	Range (microseconds)=0.5000	Pulse 2 delay (microseconds)=0.0000	Lower cut-off frequency (Hz)=3.00E+7
                             	                             
Ch0_time1 (s)	Ch0_amp1 (V)	Ch0_width1 (s)	Ch0_time2 (s)	Ch0_amp2 (V)	Ch0_width2 (s)	Ch1_time1 (s)	Ch1_amp1 (V)	Ch1_width1 (s)	Ch1_time2 (s)	Ch1_amp2 (V)	Ch1_width2 (s)
2.000000E-8	0.209902	3.832513E-8	0.000000	0.000000	0.000000	5.600000E-8	0.076223	3.064121E-8	0.000000	0.000000	0.000000
0.000000	0.433535	3.701218E-8	0.000000	0.000000	0.000000	1.200000E-8	0.464841	3.370806E-8	0.000000	0.000000	0.000000
4.400000E-8	0.090875	4.273083E-8	0.000000	0.000000	0.000000	8.000000E-8	0.032764	2.847448E-8	0.000000	0.000000	0.000000
4.000000E-8	0.174420	2.853881E-8	0.000000	0.000000	0.000000	7.200000E-8	0.264326	4.547897E-8	0.000000	0.000000	0.000000
1.600000E-8	0.213744	4.460503E-8	0.000000	0.000000	0.000000	4.800000E-8	0.058658	4.626350E-8	0.000000	0.000000	0.000000
4.400000E-8	0.135211	2.773803E-8	0.000000	0.000000	0.000000	7.600000E-8	0.158016	5.621752E-8	0.000000	0.000000	0.000000
1.200000E-8	0.372834	3.469043E-8	0.000000	0.000000	0.000000	5.200000E-8	0.038977	4.036334E-8	0.000000	0.000000	0.000000
0.000000	0.520606	3.458592E-8	0.000000	0.000000	0.000000	2.800000E-8	0.403073	3.924380E-8	0.000000	0.000000	0.000000
3.600000E-8	0.159803	3.794052E-8	0.000000	0.000000	0.000000	8.400000E-8	0.021022	4.522808E-8	0.000000	0.000000	0.000000
3.600000E-8	0.118874	4.176863E-8	0.000000	0.000000	0.000000	7.200000E-8	0.037160	3.496412E-8	0.000000	0.000000	0.000000
3.200000E-8	0.174453	3.746635E-8	0.000000	0.000000	0.000000	6.000000E-8	0.179903	3.709636E-8	0.000000	0.000000	0.000000
3.200000E-8	0.152136	3.921389E-8	0.000000	0.000000	0.000000	6.400000E-8	0.152513	4.040066E-8	0.000000	0.000000	0.000000
0.000000	0.587718	3.085555E-8	0.000000	0.000000	0.000000	2.800000E-8	0.098343	3.759758E-8	0.000000	0.000000	0.000000
4.000000E-9	0.506801	3.790302E-8	0.000000	0.000000	0.000000	4.000000E-8	0.468071	3.774611E-8	0.000000	0.000000	0.000000
2.800000E-8	0.179649	3.692870E-8	0.000000	0.000000	0.000000	6.800000E-8	0.029898	4.684825E-8	0.000000	0.000000	0.000000
4.000000E-8	0.117079	3.299056E-8	0.000000	0.000000	0.000000	7.200000E-8	0.097006	3.494338E-8	0.000000	0.000000	0.000000
3.600000E-8	0.168926	3.049767E-8	0.000000	0.000000	0.000000	6.800000E-8	0.105680	3.667977E-8	0.000000	0.000000	0.000000
2.000000E-8	0.245269	3.404332E-8	0.000000	0.000000	0.000000	5.600000E-8	0.070624	7.183293E-8	0.000000	0.000000	0.000000
4.400000E-8	0.142839	3.132837E-8	0.000000	0.000000	0.000000	8.000000E-8	0.079816	3.527534E-8	0.000000	0.000000	0.000000
1.600000E-8	0.236265	4.472019E-8	0.000000	0.000000	0.000000	5.200000E-8	0.048549	3.693198E-8	0.000000	0.000000	0.000000
4.000000E-9	0.414590	4.137636E-8	0.000000	0.000000	0.000000	3.600000E-8	0.156414	4.373137E-8	0.000000	0.000000	0.000000
2.800000E-8	0.277629	2.935938E-8	0.000000	0.000000	0.000000	6.000000E-8	0.328144	3.951385E-8	0.000000	0.000000	0.000000
8.000000E-9	0.328996	3.975774E-8	0.000000	0.000000	0.000000	4.800000E-8	0.096965	3.633230E-8	0.000000	0.000000	0.000000
3.600000E-8	0.193125	2.793171E-8	0.000000	0.000000	0.000000	8.000000E-8	0.020200	5.986177E-8	0.000000	0.000000	0.000000
0.000000	0.500396	3.345482E-8	0.000000	0.000000	0.000000	3.600000E-8	0.190146	3.195405E-8	0.000000	0.000000	0.000000
4.000000E-8	0.116917	3.952303E-8	0.000000	0.000000	0.000000	7.200000E-8	0.126518	3.909845E-8	0.000000	0.000000	0.000000
4.400000E-8	0.111042	2.808897E-8	0.000000	0.000000	0.000000	8.000000E-8	0.128962	2.963142E-8	0.000000	0.000000	0.000000
0.000000	0.638041	3.526500E-8	0.000000	0.000000	0.000000	2.800000E-8	0.636973	3.862893E-8	0.000000	0.000000	0.000000
4.000000E-9	0.445438	4.280072E-8	0.000000	0.000000	0.000000	4.400000E-8	0.143445	3.069455E-8	0.000000	0.000000	0.000000
3.600000E-8	0.155333	3.399799E-8	0.000000	0.000000	0.000000	8.000000E-8	0.019310	7.409377E-8	0.000000	0.000000	0.000000
3.600000E-8	0.167806	3.159963E-8	0.000000	0.000000	0.000000	6.800000E-8	0.088378	3.038211E-8	0.000000	0.000000	0.000000
2.800000E-8	0.254708	3.297400E-8	0.000000	0.000000	0.000000	6.800000E-8	0.022629	2.645469E-8	0.000000	0.000000	0.000000
3.600000E-8	0.103823	4.211299E-8	0.000000	0.000000	0.000000	7.600000E-8	0.063464	4.230426E-8	0.000000	0.000000	0.000000
0.000000	0.478256	3.437576E-8	0.000000	0.000000	0.000000	3.600000E-8	0.320204	3.498980E-8	0.000000	0.000000	0.000000
3.600000E-8	0.169650	3.171178E-8	0.000000	0.000000	0.000000	7.600000E-8	0.038085	3.194228E-8	0.000000	0.000000	0.000000
3.200000E-8	0.137391	4.087486E-8	0.000000	0.000000	0.000000	6.400000E-8	0.186034	3.208443E-8	0.000000	0.000000	0.000000
0.000000	0.365675	3.939833E-8	0.000000	0.000000	0.000000	2.000000E-8	0.385990	3.871565E-8	0.000000	0.000000	0.000000
2.800000E-8	0.142299	4.001138E-8	0.000000	0.000000	0.000000	6.400000E-8	0.100568	3.883772E-8	0.000000	0.000000	0.000000
4.000000E-9	0.508675	3.673414E-8	0.000000	0.000000	0.000000	4.000000E-8	0.407734	4.327951E-8	0.000000	0.000000	0.000000
4.800000E-8	0.115325	3.032561E-8	0.000000	0.000000	0.000000	8.000000E-8	0.068761	4.801245E-8	0.000000	0.000000	0.000000
0.000000	0.535418	3.810392E-8	0.000000	0.000000	0.000000	3.200000E-8	0.070147	3.170546E-8	0.000000	0.000000	0.000000
3.200000E-8	0.215060	2.977353E-8	0.000000	0.000000	0.000000	6.000000E-8	0.082532	5.836069E-8	0.000000	0.000000	0.000000
2.800000E-8	0.179355	3.771903E-8	0.000000	0.000000	0.000000	6.400000E-8	0.100924	3.957024E-8	0.000000	0.000000	0.000000
4.000000E-9	0.429771	3.749534E-8	0.000000	0.000000	0.000000	4.000000E-8	0.376431	3.214816E-8	0.000000	0.000000	0.000000
8.000000E-9	0.354847	3.530089E-8	0.000000	0.000000	0.000000	4.400000E-8	0.094833	3.022218E-8	0.000000	0.000000	0.000000
4.800000E-8	0.101744	3.752946E-8	0.000000	0.000000	0.000000	8.800000E-8	0.055878	2.992151E-8	0.000000	0.000000	0.000000
4.000000E-9	0.466597	4.572710E-8	0.000000	0.000000	0.000000	4.400000E-8	0.127392	3.147077E-8	0.000000	0.000000	0.000000
4.400000E-8	0.142174	3.138961E-8	0.000000	0.000000	0.000000	7.600000E-8	0.060148	2.945875E-8	0.000000	0.000000	0.000000
2.400000E-8	0.208205	4.215145E-8	0.000000	0.000000	0.000000	6.000000E-8	0.023757	3.590600E-8	0.000000	0.000000	0.000000
4.400000E-8	0.108022	2.808795E-8	0.000000	0.000000	0.000000	7.600000E-8	0.047028	3.112459E-8	0.000000	0.000000	0.000000
4.400000E-8	0.093209	3.842538E-8	0.000000	0.000000	0.000000	7.600000E-8	0.044524	2.703135E-8	0.000000	0.000000	0.000000
2.000000E-8	0.258614	3.359680E-8	0.000000	0.000000	0.000000	5.200000E-8	0.209562	4.078446E-8	0.000000	0.000000	0.000000
1.200000E-8	0.335068	4.122554E-8	0.000000	0.000000	0.000000	4.800000E-8	0.344697	3.676945E-8	0.000000	0.000000	0.000000
1.200000E-8	0.510491	3.665097E-8	0.000000	0.000000	0.000000	6.000000E-8	0.017119	7.692711E-8	0.000000	0.000000	0.000000
0.000000	0.404329	4.058893E-8	0.000000	0.000000	0.000000	2.800000E-8	0.370653	3.390245E-8	0.000000	0.000000	0.000000
3.600000E-8	0.164945	3.007777E-8	0.000000	0.000000	0.000000	6.400000E-8	0.359247	4.588451E-8	0.000000	0.000000	0.000000
4.400000E-8	0.116569	4.441786E-8	0.000000	0.000000	0.000000	7.600000E-8	0.178820	3.993974E-8	0.000000	0.000000	0.000000
3.600000E-8	0.181919	3.072515E-8	0.000000	0.000000	0.000000	6.800000E-8	0.131623	3.611007E-8	0.000000	0.000000	0.000000
2.800000E-8	0.261184	3.233586E-8	0.000000	0.000000	0.000000	5.600000E-8	0.632684	3.821703E-8	0.000000	0.000000	0.000000
3.600000E-8	0.217009	2.746091E-8	0.000000	0.000000	0.000000	7.200000E-8	0.166153	3.841042E-8	0.000000	0.000000	0.000000
3.200000E-8	0.222966	3.105725E-8	0.000000	0.000000	0.000000	6.800000E-8	0.040879	3.550404E-8	0.000000	0.000000	0.000000
0.000000	0.501795	3.914706E-8	0.000000	0.000000	0.000000	4.400000E-8	0.024334	3.149134E-8	0.000000	0.000000	0.000000
0.000000	0.487747	4.252737E-8	0.000000	0.000000	0.000000	3.600000E-8	0.255286	4.839647E-8	0.000000	0.000000	0.000000
4.800000E-8	0.121969	3.610521E-8	0.000000	0.000000	0.000000	7.600000E-8	0.295141	3.832357E-8	0.000000	0.000000	0.000000
4.400000E-8	0.152661	2.838272E-8	0.000000	0.000000	0.000000	8.000000E-8	0.027431	2.566944E-8	0.000000	0.000000	0.000000
1.200000E-8	0.325633	4.503465E-8	0.000000	0.000000	0.000000	4.800000E-8	0.382353	3.711304E-8	0.000000	0.000000	0.000000
1.600000E-8	0.221739	3.453369E-8	0.000000	0.000000	0.000000	6.000000E-8	0.028047	6.627962E-8	0.000000	0.000000	0.000000
4.400000E-8	0.143656	4.459291E-8	0.000000	0.000000	0.000000	8.000000E-8	0.081436	5.107524E-8	0.000000	0.000000	0.000000
3.600000E-8	0.077682	5.396155E-8	0.000000	0.000000	0.000000	7.200000E-8	0.065499	3.097318E-8	0.000000	0.000000	0.000000
2.400000E-8	0.222682	3.763240E-8	0.000000	0.000000	0.000000	7.200000E-8	0.034820	2.663980E-8	0.000000	0.000000	0.000000
4.000000E-8	0.123004	3.318518E-8	0.000000	0.000000	0.000000	7.600000E-8	0.046673	2.590449E-8	0.000000	0.000000	0.000000
4.400000E-8	0.103667	3.285554E-8	0.000000	0.000000	0.000000	8.000000E-8	0.046239	3.719854E-8	0.000000	0.000000	0.000000
1.600000E-8	0.097397	3.560714E-8	0.000000	0.000000	0.000000	5.200000E-8	0.073057	5.795675E-8	0.000000	0.000000	0.000000
2.000000E-8	0.184238	4.450628E-8	0.000000	0.000000	0.000000	5.200000E-8	0.096557	2.714645E-8	0.000000	0.000000	0.000000
0.000000	0.407924	4.349959E-8	0.000000	0.000000	0.000000	4.000000E-8	0.081171	7.569635E-8	0.000000	0.000000	0.000000
1.200000E-8	0.305043	4.714278E-8	0.000000	0.000000	0.000000	4.400000E-8	0.172001	3.421264E-8	0.000000	0.000000	0.000000
2.400000E-8	0.284581	3.175237E-8	0.000000	0.000000	0.000000	6.000000E-8	0.038289	2.866588E-8	0.000000	0.000000	0.000000
2.800000E-8	0.159473	4.862495E-8	0.000000	0.000000	0.000000	6.400000E-8	0.100621	3.805356E-8	0.000000	0.000000	0.000000
3.600000E-8	0.198490	2.874176E-8	0.000000	0.000000	0.000000	6.800000E-8	0.157744	3.490782E-8	0.000000	0.000000	0.000000
2.800000E-8	0.249635	3.185384E-8	0.000000	0.000000	0.000000	1.120000E-7	0.012027	6.667270E-8	0.000000	0.000000	0.000000
3.600000E-8	0.159987	3.085377E-8	0.000000	0.000000	0.000000	8.400000E-8	0.025691	2.727882E-8	0.000000	0.000000	0.000000
1.200000E-8	0.376001	3.692090E-8	0.000000	0.000000	0.000000	4.800000E-8	0.501797	3.562570E-8	0.000000	0.000000	0.000000
4.000000E-8	0.076775	4.029872E-8	0.000000	0.000000	0.000000	6.800000E-8	0.157855	3.597996E-8	0.000000	0.000000	0.000000
8.000000E-9	0.483575	3.528236E-8	0.000000	0.000000	0.000000	4.800000E-8	0.061114	3.124462E-8	0.000000	0.000000	0.000000
8.000000E-9	0.478145	3.455089E-8	0.000000	0.000000	0.000000	4.800000E-8	0.050488	3.036420E-8	0.000000	0.000000	0.000000
2.800000E-8	0.142542	4.382171E-8	0.000000	0.000000	0.000000	6.000000E-8	0.132472	3.073190E-8	0.000000	0.000000	0.000000
2.000000E-8	0.334564	3.302280E-8	0.000000	0.000000	0.000000	5.600000E-8	0.109365	3.916136E-8	0.000000	0.000000	0.000000
2.000000E-8	0.332380	3.516598E-8	0.000000	0.000000	0.000000	5.600000E-8	0.161711	3.955068E-8	0.000000	0.000000	0.000000
3.600000E-8	0.194021	2.938705E-8	0.000000	0.000000	0.000000	8.000000E-8	0.028037	3.967581E-8	0.000000	0.000000	0.000000
2.800000E-8	0.145131	4.422407E-8	0.000000	0.000000	0.000000	6.800000E-8	0.023782	4.714608E-8	0.000000	0.000000	0.000000
4.400000E-8	0.111288	5.401650E-8	0.000000	0.000000	0.000000	6.800000E-8	0.417356	4.185981E-8	0.000000	0.000000	0.000000
0.000000	0.376737	4.319484E-8	0.000000	0.000000	0.000000	4.800000E-8	0.043821	2.995544E-8	0.000000	0.000000	0.000000
4.400000E-8	0.148171	2.824910E-8	0.000000	0.000000	0.000000	7.200000E-8	0.332097	3.753547E-8	0.000000	0.000000	0.000000
3.200000E-8	0.157461	4.414861E-8	0.000000	0.000000	0.000000	6.400000E-8	0.100178	3.208828E-8	0.000000	0.000000	0.000000
0.000000	0.536284	3.623374E-8	0.000000	0.000000	0.000000	4.800000E-8	0.034878	5.096830E-8	0.000000	0.000000	0.000000
1.600000E-8	0.455221	3.281954E-8	0.000000	0.000000	0.000000	5.600000E-8	0.096737	2.922378E-8	0.000000	0.000000	0.000000
3.200000E-8	0.206473	2.969982E-8	0.000000	0.000000	0.000000	6.400000E-8	0.065494	9.528589E-8	0.000000	0.000000	0.000000
4.400000E-8	0.170208	2.828026E-8	0.000000	0.000000	0.000000	7.600000E-8	0.112700	3.319852E-8	0.000000	0.000000	0.000000
2.800000E-8	0.267937	3.186413E-8	0.000000	0.000000	0.000000	6.000000E-8	0.205633	3.082849E-8	0.000000	0.000000	0.000000
1.600000E-8	0.380461	3.358641E-8	0.000000	0.000000	0.000000	5.600000E-8	0.061919	2.993269E-8	0.000000	0.000000	0.000000
1.600000E-8	0.219685	4.285131E-8	0.000000	0.000000	0.000000	4.800000E-8	0.485971	4.077795E-8	0.000000	0.000000	0.000000
1.600000E-8	0.321612	3.308846E-8	0.000000	0.000000	0.000000	5.200000E-8	0.044525	3.721132E-8	0.000000	0.000000	0.000000
0.000000	0.514511	3.701966E-8	0.000000	0.000000	0.000000	3.200000E-8	0.146039	3.514592E-8	0.000000	0.000000	0.000000
2.400000E-8	0.282323	3.369661E-8	0.000000	0.000000	0.000000	5.600000E-8	0.422268	3.849395E-8	0.000000	0.000000	0.000000
4.000000E-8	0.154007	2.910959E-8	0.000000	0.000000	0.000000	8.000000E-8	0.037496	3.907588E-8	0.000000	0.000000	0.000000
2.400000E-8	0.250529	3.489444E-8	0.000000	0.000000	0.000000	5.600000E-8	0.236658	5.539236E-8	0.000000	0.000000	0.000000
3.200000E-8	0.202780	3.288820E-8	0.000000	0.000000	0.000000	6.000000E-8	0.545380	3.752849E-8	0.000000	0.000000	0.000000
3.600000E-8	0.102675	5.297284E-8	0.000000	0.000000	0.000000	6.400000E-8	0.280703	4.667603E-8	0.000000	0.000000	0.000000
4.800000E-8	0.117793	2.822231E-8	0.000000	0.000000	0.000000	8.400000E-8	0.022134	2.461485E-8	0.000000	0.000000	0.000000
2.400000E-8	0.228861	3.642661E-8	0.000000	0.000000	0.000000	6.000000E-8	0.063849	3.087463E-8	0.000000	0.000000	0.000000
1.600000E-8	0.161680	4.822448E-8	0.000000	0.000000	0.000000	6.400000E-8	0.048003	3.842036E-8	0.000000	0.000000	0.000000
0.000000	0.384711	4.707715E-8	0.000000	0.000000	0.000000	3.600000E-8	0.104869	4.817064E-8	0.000000	0.000000	0.000000
8.000000E-9	0.140706	6.973357E-8	0.000000	0.000000	0.000000	4.400000E-8	0.196224	2.908459E-8	0.000000	0.000000	0.000000
0.000000	0.240341	6.374237E-8	0.000000	0.000000	0.000000	4.000000E-9	0.152404	3.256003E-8	0.000000	0.000000	0.000000
0.000000	0.443311	3.761064E-8	0.000000	0.000000	0.000000	3.600000E-8	0.046991	4.716533E-8	0.000000	0.000000	0.000000
8.000000E-9	0.191252	5.288870E-8	0.000000	0.000000	0.000000	4.800000E-8	0.083645	3.943679E-8	0.000000	0.000000	0.000000
4.400000E-8	0.114309	3.245133E-8	0.000000	0.000000	0.000000	7.200000E-8	0.144153	3.923125E-8	0.000000	0.000000	0.000000
1.200000E-8	0.289568	4.398450E-8	0.000000	0.000000	0.000000	4.400000E-8	0.411291	4.228402E-8	0.000000	0.000000	0.000000
3.200000E-8	0.208060	3.025248E-8	0.000000	0.000000	0.000000	6.800000E-8	0.057443	3.575137E-8	0.000000	0.000000	0.000000
1.600000E-8	0.309859	3.559136E-8	0.000000	0.000000	0.000000	5.200000E-8	0.064367	4.816105E-8	0.000000	0.000000	0.000000
4.000000E-9	0.250139	5.795893E-8	0.000000	0.000000	0.000000	4.800000E-8	0.033502	4.083446E-8	0.000000	0.000000	0.000000
3.200000E-8	0.255640	3.055829E-8	0.000000	0.000000	0.000000	6.800000E-8	0.060834	4.227167E-8	0.000000	0.000000	0.000000
0.000000	0.552386	3.058571E-8	0.000000	0.000000	0.000000	2.800000E-8	0.099804	3.137969E-8	0.000000	0.000000	0.000000
2.400000E-8	0.379446	2.859488E-8	0.000000	0.000000	0.000000	7.200000E-8	0.024350	4.602294E-8	0.000000	0.000000	0.000000
3.200000E-8	0.186932	3.273166E-8	0.000000	0.000000	0.000000	6.400000E-8	0.035316	2.949432E-8	0.000000	0.000000	0.000000
2.400000E-8	0.229825	3.820099E-8	0.000000	0.000000	0.000000	5.600000E-8	0.091999	4.365171E-8	0.000000	0.000000	0.000000
4.000000E-9	0.395676	4.235682E-8	0.000000	0.000000	0.000000	4.400000E-8	0.067657	2.810044E-8	0.000000	0.000000	0.000000
4.000000E-8	0.137214	2.992095E-8	0.000000	0.000000	0.000000	6.800000E-8	0.179565	5.358659E-8	0.000000	0.000000	0.000000
3.600000E-8	0.138639	3.540662E-8	0.000000	0.000000	0.000000	6.800000E-8	0.391785	5.250125E-8	0.000000	0.000000	0.000000
4.000000E-8	0.163647	3.084037E-8	0.000000	0.000000	0.000000	7.200000E-8	0.045309	2.900549E-8	0.000000	0.000000	0.000000
2.800000E-8	0.270031	2.998646E-8	0.000000	0.000000	0.000000	6.400000E-8	0.144326	4.069221E-8	0.000000	0.000000	0.000000
1.200000E-8	0.271405	4.439350E-8	0.000000	0.000000	0.000000	4.400000E-8	0.227104	4.506196E-8	0.000000	0.000000	0.000000
0.000000	0.359123	4.533583E-8	0.000000	0.000000	0.000000	2.800000E-8	0.504187	4.277806E-8	0.000000	0.000000	0.000000
3.600000E-8	0.126371	4.042566E-8	0.000000	0.000000	0.000000	7.600000E-8	0.047669	3.137552E-8	0.000000	0.000000	0.000000
4.000000E-8	0.077179	5.571985E-8	0.000000	0.000000	0.000000	7.600000E-8	0.076516	2.972661E-8	0.000000	0.000000	0.000000
0.000000	0.498063	3.951044E-8	0.000000	0.000000	0.000000	4.000000E-8	0.059884	2.965380E-8	0.000000	0.000000	0.000000
2.800000E-8	0.185553	3.770645E-8	0.000000	0.000000	0.000000	6.800000E-8	0.046750	4.467692E-8	0.000000	0.000000	0.000000
2.400000E-8	0.217568	3.970777E-8	0.000000	0.000000	0.000000	6.000000E-8	0.074965	4.015494E-8	0.000000	0.000000	0.000000
1.200000E-8	0.195776	4.900281E-8	0.000000	0.000000	0.000000	5.600000E-8	0.014091	6.870940E-8	0.000000	0.000000	0.000000
4.400000E-8	0.101929	3.253400E-8	0.000000	0.000000	0.000000	7.200000E-8	0.073556	5.809312E-8	0.000000	0.000000	0.000000
2.000000E-8	0.400378	3.482967E-8	0.000000	0.000000	0.000000	5.200000E-8	0.194186	3.862579E-8	0.000000	0.000000	0.000000
4.000000E-9	0.526845	3.580758E-8	0.000000	0.000000	0.000000	4.000000E-8	0.166446	9.237104E-8	0.000000	0.000000	0.000000
2.800000E-8	0.192713	3.883338E-8	0.000000	0.000000	0.000000	7.200000E-8	0.024641	4.850054E-8	0.000000	0.000000	0.000000
1.600000E-8	0.445109	3.306822E-8	0.000000	0.000000	0.000000	5.200000E-8	0.446138	3.831925E-8	0.000000	0.000000	0.000000
2.000000E-8	0.236325	3.696328E-8	0.000000	0.000000	0.000000	5.600000E-8	0.105169	5.655490E-8	0.000000	0.000000	0.000000
0.000000	0.382721	2.763585E-8	0.000000	0.000000	0.000000	8.000000E-9	0.291057	4.355525E-8	0.000000	0.000000	0.000000
4.000000E-9	0.469969	3.248145E-8	0.000000	0.000000	0.000000	4.000000E-8	0.313314	4.739544E-8	0.000000	0.000000	0.000000
2.400000E-8	0.259889	3.229263E-8	0.000000	0.000000	0.000000	6.000000E-8	0.039759	4.961357E-8	0.000000	0.000000	0.000000
4.400000E-8	0.121290	3.187993E-8	0.000000	0.000000	0.000000	7.200000E-8	0.127765	4.241515E-8	0.000000	0.000000	0.000000
2.800000E-8	0.178958	3.459859E-8	0.000000	0.000000	0.000000	6.400000E-8	0.062781	6.800920E-8	0.000000	0.000000	0.000000
0.000000	0.525422	3.848651E-8	0.000000	0.000000	0.000000	3.200000E-8	0.374952	4.352150E-8	0.000000	0.000000	0.000000
3.200000E-8	0.175288	3.264500E-8	0.000000	0.000000	0.000000	8.400000E-8	0.025201	2.656677E-8	0.000000	0.000000	0.000000
3.200000E-8	0.194267	3.205789E-8	0.000000	0.000000	0.000000	6.000000E-8	0.131331	4.119855E-8	0.000000	0.000000	0.000000
4.400000E-8	0.121025	3.327951E-8	0.000000	0.000000	0.000000	7.600000E-8	0.081064	5.046024E-8	0.000000	0.000000	0.000000
4.000000E-9	0.417904	3.414158E-8	0.000000	0.000000	0.000000	4.000000E-8	0.303466	4.193025E-8	0.000000	0.000000	0.000000
3.600000E-8	0.132272	3.123446E-8	0.000000	0.000000	0.000000	7.200000E-8	0.055180	3.796082E-8	0.000000	0.000000	0.000000
0.000000	0.597951	3.569629E-8	0.000000	0.000000	0.000000	4.000000E-8	0.019170	6.032946E-8	0.000000	0.000000	0.000000
1.600000E-8	0.295388	3.740170E-8	0.000000	0.000000	0.000000	4.800000E-8	0.434355	3.374322E-8	0.000000	0.000000	0.000000
2.400000E-8	0.146467	5.474361E-8	0.000000	0.000000	0.000000	6.800000E-8	0.028164	5.816220E-8	0.000000	0.000000	0.000000
2.000000E-8	0.165083	5.273677E-8	0.000000	0.000000	0.000000	5.200000E-8	0.442557	4.537268E-8	0.000000	0.000000	0.000000
3.600000E-8	0.166117	3.077969E-8	0.000000	0.000000	0.000000	8.000000E-8	0.017735	8.757147E-8	0.000000	0.000000	0.000000
0.000000	0.374328	4.720672E-8	0.000000	0.000000	0.000000	3.600000E-8	0.564800	3.923032E-8	0.000000	0.000000	0.000000
0.000000	0.394833	3.686330E-8	0.000000	0.000000	0.000000	3.600000E-8	0.337993	4.461616E-8	0.000000	0.000000	0.000000
3.200000E-8	0.232555	3.224192E-8	0.000000	0.000000	0.000000	6.800000E-8	0.062239	3.811039E-8	0.000000	0.000000	0.000000
2.000000E-8	0.124639	5.590467E-8	0.000000	0.000000	0.000000	1.320000E-7	0.014843	8.434030E-8	0.000000	0.000000	0.000000
4.000000E-8	0.126846	3.108547E-8	0.000000	0.000000	0.000000	7.600000E-8	0.043405	5.189272E-8	0.000000	0.000000	0.000000
4.000000E-8	0.104768	6.280635E-8	0.000000	0.000000	0.000000	7.600000E-8	0.099819	4.696721E-8	0.000000	0.000000	0.000000
4.400000E-8	0.117439	2.982277E-8	0.000000	0.000000	0.000000	8.400000E-8	0.025661	2.760727E-8	0.000000	0.000000	0.000000
0.000000	0.496066	3.808763E-8	0.000000	0.000000	0.000000	3.600000E-8	0.070962	2.950568E-8	0.000000	0.000000	0.000000
0.000000	0.532932	3.208112E-8	0.000000	0.000000	0.000000	3.200000E-8	0.043706	2.662474E-8	0.000000	0.000000	0.000000
4.400000E-8	0.141541	2.891250E-8	0.000000	0.000000	0.000000	8.000000E-8	0.171420	4.436118E-8	0.000000	0.000000	0.000000
4.000000E-8	0.108658	3.374755E-8	0.000000	0.000000	0.000000	8.000000E-8	0.038930	3.779442E-8	0.000000	0.000000	0.000000
4.000000E-9	0.363907	3.995382E-8	0.000000	0.000000	0.000000	3.600000E-8	0.504698	4.072096E-8	0.000000	0.000000	0.000000
3.200000E-8	0.185839	3.537047E-8	0.000000	0.000000	0.000000	6.000000E-8	0.621594	3.742317E-8	0.000000	0.000000	0.000000
4.000000E-8	0.156021	3.032395E-8	0.000000	0.000000	0.000000	7.600000E-8	0.126443	3.516019E-8	0.000000	0.000000	0.000000
3.200000E-8	0.227608	3.166298E-8	0.000000	0.000000	0.000000	6.400000E-8	0.050643	3.628504E-8	0.000000	0.000000	0.000000
2.800000E-8	0.292374	3.287744E-8	0.000000	0.000000	0.000000	6.800000E-8	0.026926	2.947803E-8	0.000000	0.000000	0.000000
2.400000E-8	0.177156	4.085444E-8	0.000000	0.000000	0.000000	6.400000E-8	0.056751	2.716219E-8	0.000000	0.000000	0.000000
3.600000E-8	0.095232	6.065266E-8	0.000000	0.000000	0.000000	6.800000E-8	0.091156	4.194521E-8	0.000000	0.000000	0.000000
0.000000	0.549222	3.548582E-8	0.000000	0.000000	0.000000	3.600000E-8	0.048581	1.091611E-7	0.000000	0.000000	0.000000
3.200000E-8	0.207300	3.344109E-8	0.000000	0.000000	0.000000	6.400000E-8	0.128685	3.894574E-8	0.000000	0.000000	0.000000
5.200000E-8	0.110870	3.372084E-8	0.000000	0.000000	0.000000	8.000000E-8	0.138766	3.590482E-8	0.000000	0.000000	0.000000
0.000000	0.613520	3.727201E-8	0.000000	0.000000	0.000000	4.000000E-8	0.432511	4.335218E-8	0.000000	0.000000	0.000000
4.400000E-8	0.109719	3.948512E-8	0.000000	0.000000	0.000000	8.000000E-8	0.076973	4.181269E-8	0.000000	0.000000	0.000000
3.600000E-8	0.131271	3.988273E-8	0.000000	0.000000	0.000000	6.800000E-8	0.112518	3.471851E-8	0.000000	0.000000	0.000000
3.600000E-8	0.118631	3.772231E-8	0.000000	0.000000	0.000000	6.400000E-8	0.109998	2.936408E-8	0.000000	0.000000	0.000000
8.000000E-9	0.526223	3.526234E-8	0.000000	0.000000	0.000000	4.800000E-8	0.062128	2.874148E-8	0.000000	0.000000	0.000000
1.200000E-8	0.295805	4.457473E-8	0.000000	0.000000	0.000000	5.200000E-8	0.056992	2.786719E-8	0.000000	0.000000	0.000000
2.000000E-8	0.499382	2.924788E-8	0.000000	0.000000	0.000000	5.600000E-8	0.372889	3.452694E-8	0.000000	0.000000	0.000000
4.000000E-9	0.211249	6.727647E-8	0.000000	0.000000	0.000000	4.000000E-8	0.265623	3.689946E-8	0.000000	0.000000	0.000000
