x y time dx dy dt dr^2 TotalDisplacementSquared
14
9.6E-06 2.38E-05 0 0 0 0 0 0
1E-05 2.42E-05 0.0990099 4E-07 4E-07 0.0990099 3.2E-13 3.2E-13
1E-05 2.4E-05 0.1330133 0 -2E-07 0.0340034 4E-14 2E-13
9.6E-06 2.42E-05 0.1660166 -4E-07 2E-07 0.0330033 2E-13 1.6E-13
9.6E-06 2.4E-05 0.1990199 0 -2E-07 0.0330033 4E-14 4E-14
1E-05 2.46E-05 0.2330233 4E-07 6E-07 0.0340034 5.2E-13 8E-13
1E-05 2.46E-05 0.2660266 0 0 0.0330033 0 8E-13
1E-05 2.46E-05 0.2990299 0 0 0.0330033 0 8E-13
1.04E-05 2.44E-05 0.3330333 4E-07 -2E-07 0.0340034 2E-13 1E-12
1.04E-05 2.44E-05 0.3660366 0 0 0.0330033 0 1E-12
1.04E-05 2.46E-05 0.3990399 0 2E-07 0.0330033 4E-14 1.28E-12
1.06E-05 2.46E-05 0.4660466 2E-07 0 0.0670067 4E-14 1.64E-12
1.06E-05 2.5E-05 0.4990499 0 4E-07 0.0330033 1.6E-13 2.44E-12
1.04E-05 2.46E-05 0.5320532 -2E-07 -4E-07 0.0330033 2E-13 1.28E-12
14
1E-05 2.42E-05 0 0 0 0 0 0
1E-05 2.4E-05 0.0330033 0 -2E-07 0.0330033 4E-14 4E-14
1.04E-05 2.4E-05 0.0670067 4E-07 0 0.0340034 1.6E-13 2E-13
1.04E-05 2.42E-05 0.10001 0 2E-07 0.0330033 4E-14 1.6E-13
1.06E-05 2.44E-05 0.1330133 2E-07 2E-07 0.0330033 8E-14 4E-13
1.08E-05 2.44E-05 0.1660166 2E-07 0 0.0330033 4E-14 6.8E-13
1.08E-05 2.5E-05 0.20002 0 6E-07 0.0340034 3.6E-13 1.28E-12
1.08E-05 2.48E-05 0.2330233 0 -2E-07 0.0330033 4E-14 1E-12
1.02E-05 2.5E-05 0.2660266 -6E-07 2E-07 0.0330033 4E-13 6.8E-13
1E-05 2.46E-05 0.30003 -2E-07 -4E-07 0.0340034 2E-13 1.6E-13
1E-05 2.44E-05 0.3330333 0 -2E-07 0.0330033 4E-14 4E-14
1.04E-05 2.42E-05 0.3660366 4E-07 -2E-07 0.0330033 2E-13 1.6E-13
1.08E-05 2.46E-05 0.40004 4E-07 4E-07 0.0340034 3.2E-13 8E-13
1.04E-05 2.48E-05 0.4330433 -4E-07 2E-07 0.0330033 2E-13 5.2E-13
11
8.4E-06 2.28E-05 0 0 0 0 0 0
8E-06 2.34E-05 0.10001 -4E-07 6E-07 0.10001 5.2E-13 5.2E-13
8E-06 2.32E-05 0.1330133 0 -2E-07 0.0330033 4E-14 3.2E-13
8E-06 2.3E-05 0.20002 0 -2E-07 0.0670067 4E-14 2E-13
7.6E-06 2.34E-05 0.2660266 -4E-07 4E-07 0.0660066 3.2E-13 1E-12
7.6E-06 2.36E-05 0.3660366 0 2E-07 0.10001 4E-14 1.28E-12
7.6E-06 2.34E-05 0.40004 0 -2E-07 0.0340034 4E-14 1E-12
7.6E-06 2.28E-05 0.4330433 0 -6E-07 0.0330033 3.6E-13 6.4E-13
7.6E-06 2.3E-05 0.4660466 0 2E-07 0.0330033 4E-14 6.8E-13
8E-06 2.28E-05 0.50005 4E-07 -2E-07 0.0340034 2E-13 1.6E-13
8.2E-06 2.28E-05 0.5330533 2E-07 0 0.0330033 4E-14 4E-14
12
2.16E-05 3.46E-05 0 0 0 0 0 0
2.16E-05 3.44E-05 0.0340034 0 -2E-07 0.0340034 4E-14 4E-14
2.16E-05 3.42E-05 0.0670067 0 -2E-07 0.0330033 4E-14 1.6E-13
2.16E-05 3.4E-05 0.10001 0 -2E-07 0.0330033 4E-14 3.6E-13
2.12E-05 3.4E-05 0.1340134 -4E-07 0 0.0340034 1.6E-13 5.2E-13
2.12E-05 3.42E-05 0.1670167 0 2E-07 0.0330033 4E-14 3.2E-13
2.12E-05 3.46E-05 0.20002 0 4E-07 0.0330033 1.6E-13 1.6E-13
2.16E-05 3.46E-05 0.2330233 4E-07 0 0.0330033 1.6E-13 0
2.2E-05 3.42E-05 0.3340334 4E-07 -4E-07 0.1010101 3.2E-13 3.2E-13
2.2E-05 3.42E-05 0.3670367 0 0 0.0330033 0 3.2E-13
2.16E-05 3.42E-05 0.40004 -4E-07 0 0.0330033 1.6E-13 1.6E-13
2.08E-05 3.38E-05 0.4330433 -8E-07 -4E-07 0.0330033 8E-13 1.28E-12
17
2.92E-05 3.16E-05 0 0 0 0 0 0
2.88E-05 3.22E-05 0.0670067 -4E-07 6E-07 0.0670067 5.2E-13 5.2E-13
2.88E-05 3.2E-05 0.10001 0 -2E-07 0.0330033 4E-14 3.2E-13
2.84E-05 3.16E-05 0.20002 -4E-07 -4E-07 0.10001 3.2E-13 6.4E-13
2.84E-05 3.2E-05 0.2670267 0 4E-07 0.0670067 1.6E-13 8E-13
2.84E-05 3.18E-05 0.30003 0 -2E-07 0.0330033 4E-14 6.8E-13
2.88E-05 3.18E-05 0.3330333 4E-07 0 0.0330033 1.6E-13 2E-13
2.88E-05 3.12E-05 0.3670367 0 -6E-07 0.0340034 3.6E-13 3.2E-13
2.88E-05 3.18E-05 0.4670467 0 6E-07 0.10001 3.6E-13 2E-13
2.92E-05 3.14E-05 0.50005 4E-07 -4E-07 0.0330033 3.2E-13 4E-14
2.92E-05 3.12E-05 0.5670567 0 -2E-07 0.0670067 4E-14 1.6E-13
2.88E-05 3.12E-05 0.60006 -4E-07 0 0.0330033 1.6E-13 3.2E-13
2.88E-05 3.12E-05 0.6330633 0 0 0.0330033000000001 0 3.2E-13
2.88E-05 3.14E-05 0.7330733 0 2E-07 0.10001 4E-14 2E-13
2.92E-05 3.08E-05 0.7660766 4E-07 -6E-07 0.0330033000000001 5.2E-13 6.4E-13
2.92E-05 3.08E-05 0.80008 0 0 0.0340034 0 6.4E-13
2.84E-05 3.12E-05 0.8660866 -8E-07 4E-07 0.0660065999999999 8E-13 8E-13
12
2.24E-05 3.46E-05 0 0 0 0 0 0
2.18E-05 3.5E-05 0.0340034 -6E-07 4E-07 0.0340034 5.2E-13 5.2E-13
2.16E-05 3.5E-05 0.0670067 -2E-07 0 0.0330033 4E-14 8E-13
2.16E-05 3.48E-05 0.1340134 0 -2E-07 0.0670067 4E-14 6.8E-13
2.16E-05 3.46E-05 0.1670167 0 -2E-07 0.0330033 4E-14 6.4E-13
2.18E-05 3.44E-05 0.20002 2E-07 -2E-07 0.0330033 8E-14 4E-13
2.22E-05 3.44E-05 0.2340234 4E-07 0 0.0340034 1.6E-13 8E-14
2.2E-05 3.46E-05 0.2670267 -2E-07 2E-07 0.0330033 8E-14 1.6E-13
2.16E-05 3.5E-05 0.30003 -4E-07 4E-07 0.0330033 3.2E-13 8E-13
2.12E-05 3.54E-05 0.3670367 -4E-07 4E-07 0.0670067 3.2E-13 2.08E-12
2.12E-05 3.52E-05 0.40004 0 -2E-07 0.0330033 4E-14 1.8E-12
2.16E-05 3.54E-05 0.4330433 4E-07 2E-07 0.0330033 2E-13 1.28E-12
15
2E-05 3.48E-05 0 0 0 0 0 0
2E-05 3.52E-05 0.0330033 0 4E-07 0.0330033 1.6E-13 1.6E-13
1.96E-05 3.54E-05 0.0660066 -4E-07 2E-07 0.0330033 2E-13 5.2E-13
2E-05 3.54E-05 0.0990099 4E-07 0 0.0330033 1.6E-13 3.6E-13
2.02E-05 3.54E-05 0.1660166 2E-07 0 0.0670067 4E-14 4E-13
2.04E-05 3.58E-05 0.20002 2E-07 4E-07 0.0340034 2E-13 1.16E-12
2.06E-05 3.58E-05 0.2330233 2E-07 0 0.0330033 4E-14 1.36E-12
2.1E-05 3.58E-05 0.3330333 4E-07 0 0.10001 1.6E-13 2E-12
2.1E-05 3.52E-05 0.3660366 0 -6E-07 0.0330033 3.6E-13 1.16E-12
2.06E-05 3.48E-05 0.4330433 -4E-07 -4E-07 0.0670067 3.2E-13 3.6E-13
2.1E-05 3.48E-05 0.4990499 4E-07 0 0.0660066 1.6E-13 1E-12
2.12E-05 3.54E-05 0.5990599 2E-07 6E-07 0.10001 4E-13 1.8E-12
2.1E-05 3.5E-05 0.6330633 -2E-07 -4E-07 0.0340034 2E-13 1.04E-12
2.06E-05 3.54E-05 0.6660666 -4E-07 4E-07 0.0330033 3.2E-13 7.2E-13
2.08E-05 3.58E-05 0.7320732 2E-07 4E-07 0.0660066 2E-13 1.64E-12
15
2.24E-05 3.62E-05 0 0 0 0 0 0
2.24E-05 3.6E-05 0.0330033 0 -2E-07 0.0330033 4E-14 4E-14
2.24E-05 3.62E-05 0.0660066 0 2E-07 0.0330033 4E-14 0
2.24E-05 3.64E-05 0.10001 0 2E-07 0.0340034 4E-14 4E-14
2.24E-05 3.66E-05 0.20002 0 2E-07 0.10001 4E-14 1.6E-13
2.26E-05 3.66E-05 0.2660266 2E-07 0 0.0660066 4E-14 2E-13
2.28E-05 3.6E-05 0.2990299 2E-07 -6E-07 0.0330033 4E-13 2E-13
2.24E-05 3.56E-05 0.3330333 -4E-07 -4E-07 0.0340034 3.2E-13 3.6E-13
2.2E-05 3.58E-05 0.3660366 -4E-07 2E-07 0.0330033 2E-13 3.2E-13
2.2E-05 3.58E-05 0.4330433 0 0 0.0670067 0 3.2E-13
2.2E-05 3.52E-05 0.4660466 0 -6E-07 0.0330033 3.6E-13 1.16E-12
2.18E-05 3.42E-05 0.4990499 -2E-07 -1E-06 0.0330033 1.04E-12 4.36E-12
2.2E-05 3.4E-05 0.5660566 2E-07 -2E-07 0.0670067 8E-14 5E-12
2.2E-05 3.42E-05 0.5990599 0 2E-07 0.0330033 4E-14 4.16E-12
2.2E-05 3.42E-05 0.6660666 0 0 0.0670067 0 4.16E-12
11
1.36E-05 2.04E-05 0 0 0 0 0 0
1.36E-05 2.04E-05 0.10001 0 0 0.10001 0 0
1.42E-05 2.04E-05 0.1330133 6E-07 0 0.0330033 3.6E-13 3.6E-13
1.4E-05 2.08E-05 0.1660166 -2E-07 4E-07 0.0330033 2E-13 3.2E-13
1.36E-05 2.04E-05 0.20002 -4E-07 -4E-07 0.0340034 3.2E-13 0
