x y time dx dy dt dr^2 TotalDisplacementSquared
11
1.66E-05 1.46E-05 0 0 0 0 0 0
1.62E-05 1.5E-05 0.0330033 -4E-07 4E-07 0.0330033 3.2E-13 3.2E-13
1.58E-05 1.52E-05 0.0660066 -4E-07 2E-07 0.0330033 2E-13 1E-12
1.6E-05 1.5E-05 0.10001 2E-07 -2E-07 0.0340034 8E-14 5.2E-13
1.66E-05 1.5E-05 0.1330133 6E-07 0 0.0330033 3.6E-13 1.6E-13
1.68E-05 1.56E-05 0.1660166 2E-07 6E-07 0.0330033 4E-13 1.04E-12
1.62E-05 1.6E-05 0.1990199 -6E-07 4E-07 0.0330033 5.2E-13 2.12E-12
1.58E-05 1.6E-05 0.2330233 -4E-07 0 0.0340034 1.6E-13 2.6E-12
1.58E-05 1.58E-05 0.2990299 0 -2E-07 0.0660066 4E-14 2.08E-12
1.58E-05 1.6E-05 0.3330333 0 2E-07 0.0340034 4E-14 2.6E-12
1.62E-05 1.6E-05 0.3990399 4E-07 0 0.0660066 1.6E-13 2.12E-12
11
2.14E-05 7E-06 0 0 0 0 0 0
2.16E-05 7.6E-06 0.0670067 2E-07 6E-07 0.0670067 4E-13 4E-13
2.16E-05 7.4E-06 0.1670167 0 -2E-07 0.10001 4E-14 2E-13
2.14E-05 7.2E-06 0.20002 -2E-07 -2E-07 0.0330033 8E-14 4E-14
2.12E-05 6.6E-06 0.2330233 -2E-07 -6E-07 0.0330033 4E-13 2E-13
2.1E-05 7E-06 0.2670267 -2E-07 4E-07 0.0340034 2E-13 1.6E-13
2.1E-05 7.4E-06 0.30003 0 4E-07 0.0330033 1.6E-13 3.2E-13
2.12E-05 8E-06 0.3330333 2E-07 6E-07 0.0330033 4E-13 1.04E-12
2.1E-05 7.6E-06 0.3670367 -2E-07 -4E-07 0.0340034 2E-13 5.2E-13
2.14E-05 6.6E-06 0.40004 4E-07 -1E-06 0.0330033 1.16E-12 1.6E-13
2.08E-05 7.2E-06 0.4330433 -6E-07 6E-07 0.0330033 7.2E-13 4E-13
17
8E-07 1.48E-05 0 0 0 0 0 0
4E-07 1.44E-05 0.0340034 -4E-07 -4E-07 0.0340034 3.2E-13 3.2E-13
4E-07 1.42E-05 0.0670067 0 -2E-07 0.0330033 4E-14 5.2E-13
1.2E-06 1.36E-05 0.10001 8E-07 -6E-07 0.0330033 1E-12 1.6E-12
1.2E-06 1.32E-05 0.1340134 0 -4E-07 0.0340034 1.6E-13 2.72E-12
1E-06 1.3E-05 0.1670167 -2E-07 -2E-07 0.0330033 8E-14 3.28E-12
6E-07 1.3E-05 0.20002 -4E-07 0 0.0330033 1.6E-13 3.28E-12
2E-07 1.42E-05 0.2330233 -4E-07 1.2E-06 0.0330033 1.6E-12 7.2E-13
